cty,top_industry,industry_naics_code,top_industry_employment
34033,Manufacturing,31,3723
34035,"Professional, scientific, & technical services",54,21488
34037,Retail Trade,44,5784
34039,Manufacturing,31,35244
34041,Manufacturing,31,6618
34999,Administrative & support & waste management & remediation serv,56,24122
35001,Health care & social assistance,62,34595
35003,Other services (except public administration),81,31
35005,Retail Trade,44,2588
35006,Retail Trade,44,917
35007,Accommodation & foodservices,72,1340
35009,Health care & social assistance,62,2578
35011,Health care & social assistance,62,87
35013,Health care & social assistance,62,6956
35015,Retail Trade,44,2281
35017,Health care & social assistance,62,1255
35019,Accommodation & foodservices,72,316
35021,Construction,23,0
35021,Retail Trade,44,0
35021,Finance & insurance,52,0
35021,Health care & social assistance,62,0
35021,Accommodation & foodservices,72,0
35021,Unclassified,99,0
35023,Accommodation & foodservices,72,249
35025,Retail Trade,44,2324
35027,Retail Trade,44,988
35028,Health care & social assistance,62,1041
35029,Retail Trade,44,828
35031,Retail Trade,44,3923
35033,Health care & social assistance,62,155
35035,Retail Trade,44,2355
35037,Retail Trade,44,497
35039,Retail Trade,44,1461
35041,Retail Trade,44,699
35043,Manufacturing,31,4673
35045,Retail Trade,44,5929
35047,Health care & social assistance,62,1988
35049,Retail Trade,44,9068
35051,Accommodation & foodservices,72,426
35053,Accommodation & foodservices,72,544
35055,Accommodation & foodservices,72,1996
35057,Retail Trade,44,509
35059,Accommodation & foodservices,72,155
35061,Retail Trade,44,2133
35999,Mining,21,3243
36001,Health care & social assistance,62,26307
36003,Manufacturing,31,2467
36005,Health care & social assistance,62,81687
36007,Manufacturing,31,20078
36009,Manufacturing,31,5765
36011,Manufacturing,31,3944
36013,Manufacturing,31,15041
36015,Manufacturing,31,7563
36017,Manufacturing,31,3302
36019,Retail Trade,44,4580
36021,Health care & social assistance,62,3561
36023,Manufacturing,31,3808
36025,Manufacturing,31,4349
36027,Manufacturing,31,20590
36029,Health care & social assistance,62,64327
36031,Retail Trade,44,1944
36033,Health care & social assistance,62,2826
36035,Manufacturing,31,2803
36037,Manufacturing,31,3706
36039,Retail Trade,44,2155
36041,Construction,23,120
36043,Manufacturing,31,4148
36045,Retail Trade,44,5701
36047,Health care & social assistance,62,136570
36049,Manufacturing,31,1341
36051,Retail Trade,44,2637
36053,Administrative & support & waste management & remediation serv,56,3412
36055,Manufacturing,31,66337
36057,Manufacturing,31,4239
36059,Health care & social assistance,62,90121
36061,Finance & insurance,52,365849
36063,Manufacturing,31,15772
36065,Health care & social assistance,62,17215
36067,Health care & social assistance,62,30487
36069,Retail Trade,44,8154
36071,Retail Trade,44,19020
36073,Manufacturing,31,1766
36075,Manufacturing,31,4990
36077,Health care & social assistance,62,4693
36079,Health care & social assistance,62,3910
36081,Health care & social assistance,62,89158
36083,Health care & social assistance,62,7828
36085,Health care & social assistance,62,25143
36087,Health care & social assistance,62,19733
36089,Health care & social assistance,62,5911
36091,Retail Trade,44,10343
36093,Health care & social assistance,62,10578
36095,Retail Trade,44,1320
36097,Health care & social assistance,62,786
36099,Retail Trade,44,1824
36101,Manufacturing,31,8194
36103,Health care & social assistance,62,77336
36105,Health care & social assistance,62,4078
36107,Manufacturing,31,2661
36109,Retail Trade,44,4801
36111,Retail Trade,44,8686
36113,Retail Trade,44,5470
36115,Manufacturing,31,3724
36117,Manufacturing,31,6639
36119,Health care & social assistance,62,68113
36121,Manufacturing,31,2173
36123,Health care & social assistance,62,1008
36999,Administrative & support & waste management & remediation serv,56,6937
37001,Manufacturing,31,19378
37003,Manufacturing,31,5327
37005,Manufacturing,31,1029
37007,Manufacturing,31,2507
37009,Manufacturing,31,1757
37011,Health care & social assistance,62,1233
37013,Manufacturing,31,4187
37015,Manufacturing,31,2229
37017,Manufacturing,31,7087
37019,Retail Trade,44,3091
37021,Health care & social assistance,62,17176
37023,Manufacturing,31,15579
37025,Manufacturing,31,11706
37027,Manufacturing,31,15629
37029,Construction,23,83
37031,Retail Trade,44,3644
37033,Health care & social assistance,62,397
37035,Manufacturing,31,40521
37037,Manufacturing,31,6268
37039,Manufacturing,31,1811
37041,Manufacturing,31,1063
37043,Retail Trade,44,311
37045,Manufacturing,31,11579
37047,Manufacturing,31,3028
37049,Health care & social assistance,62,5080
37051,Retail Trade,44,15642
37053,Retail Trade,44,887
37055,Accommodation & foodservices,72,3071
37057,Manufacturing,31,18176
37059,Manufacturing,31,3243
37061,Manufacturing,31,3620
37063,Manufacturing,31,30816
37065,Manufacturing,31,6125
37067,Health care & social assistance,62,24383
37069,Manufacturing,31,2115
37071,Manufacturing,31,20503
37073,Retail Trade,44,239
37075,Manufacturing,31,675
37077,Manufacturing,31,5928
37079,Health care & social assistance,62,600
37081,Manufacturing,31,46455
37083,Retail Trade,44,2970
37085,Manufacturing,31,3278
37087,Retail Trade,44,2809
37089,Manufacturing,31,7875
37091,Retail Trade,44,1559
37093,Manufacturing,31,2462
37095,Accommodation & foodservices,72,305
37097,Manufacturing,31,14518
37099,Health care & social assistance,62,2058
37101,Manufacturing,31,7047
37103,Health care & social assistance,62,302
37105,Manufacturing,31,9472
37107,Health care & social assistance,62,5721
37109,Manufacturing,31,7282
37111,Manufacturing,31,8336
37113,Retail Trade,44,1805
37115,Manufacturing,31,829
37117,Retail Trade,44,1212
37119,Finance & insurance,52,75646
37121,Manufacturing,31,1398
37123,Manufacturing,31,5523
37125,Health care & social assistance,62,6429
37127,Manufacturing,31,8582
37129,Retail Trade,44,13607
37131,Manufacturing,31,597
37133,Retail Trade,44,6841
37135,Health care & social assistance,62,10522
37137,Accommodation & foodservices,72,329
37139,Retail Trade,44,2578
37141,Health care & social assistance,62,1041
37143,Retail Trade,44,225
37145,Manufacturing,31,3889
37147,Health care & social assistance,62,10729
37149,Health care & social assistance,62,1254
37151,Manufacturing,31,21998
37153,Manufacturing,31,4578
37155,Manufacturing,31,9323
37157,Manufacturing,31,11632
37159,Manufacturing,31,11721
37161,Manufacturing,31,9528
37163,Manufacturing,31,4094
37165,Manufacturing,31,7426
37167,Manufacturing,31,6291
37169,Manufacturing,31,1262
37171,Manufacturing,31,11186
37173,"Arts, entertainment, & recreation",71,1870
37175,Manufacturing,31,2869
37177,Retail Trade,44,124
37179,Manufacturing,31,12518
37181,Retail Trade,44,4061
37183,Retail Trade,44,44592
37185,Manufacturing,31,727
37187,Health care & social assistance,62,498
37189,Accommodation & foodservices,72,3188
37191,Manufacturing,31,9144
37193,Manufacturing,31,8035
37195,Manufacturing,31,9336
37197,Manufacturing,31,3249
37199,Manufacturing,31,1131
37999,"Professional, scientific, & technical services",54,257
38001,Health care & social assistance,62,305
38003,Health care & social assistance,62,959
38005,Manufacturing,31,225
38007,Accommodation & foodservices,72,76
38009,Health care & social assistance,62,344
38011,Retail Trade,44,195
38013,Retail Trade,44,53
38015,Health care & social assistance,62,7512
38017,Health care & social assistance,62,10883
38019,Health care & social assistance,62,266
38021,Health care & social assistance,62,407
38023,Health care & social assistance,62,194
38025,Retail Trade,44,106
38027,Health care & social assistance,62,180
38029,Health care & social assistance,62,225
38031,Health care & social assistance,62,305
38033,Wholesale trade,42,62
38035,Retail Trade,44,5994
38037,Health care & social assistance,62,185
38039,Retail Trade,44,125
38041,Health care & social assistance,62,86
38043,Retail Trade,44,62
38045,Wholesale trade,42,141
38047,Wholesale trade,42,123
38049,Health care & social assistance,62,111
38051,Health care & social assistance,62,348
38053,Health care & social assistance,62,190
38055,Health care & social assistance,62,405
38057,Mining,21,1227
38059,Health care & social assistance,62,1360
38061,Health care & social assistance,62,346
38063,Health care & social assistance,62,312
38065,Other services (except public administration),81,12
38067,Manufacturing,31,863
38069,Health care & social assistance,62,391
38071,Health care & social assistance,62,1078
38073,Health care & social assistance,62,364
38075,Retail Trade,44,111
38077,Manufacturing,31,2196
38079,Health care & social assistance,62,526
38081,Retail Trade,44,145
38083,Wholesale trade,42,25
38085,Retail Trade,44,48
38087,Construction,23,0
38087,Retail Trade,44,0
38087,Transportation & Warehousing,48,0
38087,Real estate & rental & leasing,53,0
38087,"Professional, scientific, & technical services",54,0
38087,Administrative & support & waste management & remediation serv,56,0
38087,Accommodation & foodservices,72,0
38087,Other services (except public administration),81,0
38089,Retail Trade,44,1610
38091,Manufacturing,31,74
38093,Health care & social assistance,62,2132
38095,Manufacturing,31,182
38097,Health care & social assistance,62,599
38099,Manufacturing,31,857
38101,Retail Trade,44,4735
38103,Health care & social assistance,62,402
38105,Retail Trade,44,1318
38999,Mining,21,1163
39001,Retail Trade,44,963
39003,Manufacturing,31,10106
39005,Manufacturing,31,6310
39007,Manufacturing,31,9362
39009,Retail Trade,44,2578
39011,Manufacturing,31,7387
39013,Retail Trade,44,5250
39015,Health care & social assistance,62,1274
39017,Manufacturing,31,19318
39019,Manufacturing,31,1799
39021,Manufacturing,31,3316
39023,Manufacturing,31,11540
39025,Retail Trade,44,9444
39027,Transportation & Warehousing,48,7965
39029,Manufacturing,31,7604
39031,Manufacturing,31,4207
39033,Manufacturing,31,6687
39035,Health care & social assistance,62,116180
39037,Manufacturing,31,5206
39039,Manufacturing,31,6225
39041,Retail Trade,44,6802
39043,Manufacturing,31,8816
39045,Retail Trade,44,5663
39047,Manufacturing,31,2762
39049,Retail Trade,44,81699
39051,Manufacturing,31,9599
39053,Health care & social assistance,62,2602
39055,Manufacturing,31,10488
39057,Retail Trade,44,9178
39059,Manufacturing,31,3170
39061,Health care & social assistance,62,74352
39063,Manufacturing,31,12538
39065,Manufacturing,31,2426
39067,Manufacturing,31,1067
39069,Manufacturing,31,3683
39071,Manufacturing,31,3282
39073,Manufacturing,31,1434
39075,Manufacturing,31,4907
39077,Manufacturing,31,9558
39079,Manufacturing,31,3213
39081,Manufacturing,31,4609
39083,Manufacturing,31,4323
39085,Manufacturing,31,26677
39087,Retail Trade,44,2277
39089,Manufacturing,31,9253
39091,Manufacturing,31,6695
39093,Manufacturing,31,25262
39095,Health care & social assistance,62,41847
39097,Manufacturing,31,3510
39099,Health care & social assistance,62,17223
39101,Manufacturing,31,6415
39103,Manufacturing,31,10783
39105,Retail Trade,44,687
39107,Manufacturing,31,2940
39109,Manufacturing,31,14117
39111,Retail Trade,44,389
39113,Manufacturing,31,50292
39115,Manufacturing,31,573
39117,Manufacturing,31,1370
39119,Manufacturing,31,9342
39121,Manufacturing,31,723
39123,Manufacturing,31,2894
39125,Manufacturing,31,1553
39127,Manufacturing,31,1608
39129,Manufacturing,31,3782
39131,Manufacturing,31,5291
39133,Manufacturing,31,13096
39135,Manufacturing,31,3855
39137,Manufacturing,31,4341
39139,Manufacturing,31,14003
39141,Health care & social assistance,62,4268
39143,Manufacturing,31,10175
39145,Health care & social assistance,62,5305
39147,Manufacturing,31,6631
39149,Manufacturing,31,13494
39151,Manufacturing,31,40459
39153,Manufacturing,31,37384
39155,Manufacturing,31,25513
39157,Manufacturing,31,9511
39159,Manufacturing,31,8679
39161,Manufacturing,31,4148
39163,Health care & social assistance,62,264
39165,Manufacturing,31,13039
39167,Manufacturing,31,5889
39169,Manufacturing,31,15176
39171,Manufacturing,31,8579
39173,Manufacturing,31,13739
39175,Manufacturing,31,4120
39999,Administrative & support & waste management & remediation serv,56,3087
40001,Manufacturing,31,1855
40003,Health care & social assistance,62,228
40005,Retail Trade,44,451
40007,Transportation & Warehousing,48,143
40009,Retail Trade,44,1263
40011,Health care & social assistance,62,641
40013,Health care & social assistance,62,1477
40015,Retail Trade,44,998
40017,Manufacturing,31,3139
40019,Manufacturing,31,2980
40021,Retail Trade,44,1723
40023,Retail Trade,44,655
40025,Health care & social assistance,62,122
40027,Retail Trade,44,8976
40029,Manufacturing,31,380
40031,Health care & social assistance,62,5162
40033,Retail Trade,44,141
40035,Health care & social assistance,62,1444
40037,Manufacturing,31,4243
40039,Retail Trade,44,1628
40041,Health care & social assistance,62,1292
40043,Retail Trade,44,177
40045,Health care & social assistance,62,175
40047,Health care & social assistance,62,3748
40049,Retail Trade,44,1057
40051,Manufacturing,31,2834
40053,Wholesale trade,42,124
40055,Health care & social assistance,62,212
40057,Retail Trade,44,107
40059,Health care & social assistance,62,129
40061,Health care & social assistance,62,803
40063,Health care & social assistance,62,508
40065,Health care & social assistance,62,1553
40067,Manufacturing,31,266
40069,Manufacturing,31,845
40071,Manufacturing,31,3901
40073,Retail Trade,44,613
40075,Health care & social assistance,62,865
40077,Health care & social assistance,62,396
40079,Retail Trade,44,2094
40081,Retail Trade,44,795
40083,Health care & social assistance,62,1185
40085,Manufacturing,31,448
40087,Retail Trade,44,1028
40089,Manufacturing,31,2907
40091,Retail Trade,44,790
40093,Health care & social assistance,62,333
40095,Manufacturing,31,1482
40097,Manufacturing,31,3032
40099,Retail Trade,44,602
40101,Health care & social assistance,62,5433
40103,Health care & social assistance,62,477
40105,Manufacturing,31,273
40107,Health care & social assistance,62,624
40109,Health care & social assistance,62,48797
40111,Health care & social assistance,62,1614
40113,Retail Trade,44,695
40115,Manufacturing,31,1763
40117,Retail Trade,44,505
40119,Retail Trade,44,3597
40121,Health care & social assistance,62,2427
40123,Health care & social assistance,62,2460
40125,Manufacturing,31,3591
40127,Health care & social assistance,62,597
40129,Retail Trade,44,145
40131,Manufacturing,31,5266
40133,Manufacturing,31,1637
40135,Retail Trade,44,1486
40137,Manufacturing,31,2427
40139,Manufacturing,31,2466
40141,Health care & social assistance,62,300
40143,Manufacturing,31,40210
40145,Manufacturing,31,1484
40147,Retail Trade,44,2738
40149,Health care & social assistance,62,345
40151,Retail Trade,44,507
40153,Retail Trade,44,1231
40999,Mining,21,7534
41001,Retail Trade,44,871
41003,Manufacturing,31,7681
41005,Retail Trade,44,17654
41007,Accommodation & foodservices,72,2428
41009,Manufacturing,31,2717
41011,Health care & social assistance,62,3464
41013,Manufacturing,31,1405
41015,Retail Trade,44,1152
41017,Retail Trade,44,8621
41019,Manufacturing,31,6260
41021,Transportation & Warehousing,48,188
41023,Retail Trade,44,262
41025,Retail Trade,44,326
41027,Retail Trade,44,1202
41029,Retail Trade,44,11089
41031,Manufacturing,31,1795
41033,Retail Trade,44,3630
41035,Retail Trade,44,3124
41037,Retail Trade,44,255
41039,Manufacturing,31,20005
41041,Accommodation & foodservices,72,3401
41043,Manufacturing,31,8572
41045,Retail Trade,44,2122
41047,Health care & social assistance,62,15780
41049,Retail Trade,44,154
41051,Health care & social assistance,62,46087
41053,Manufacturing,31,2115
41055,Accommodation & foodservices,72,118
41057,Manufacturing,31,1219
41059,Retail Trade,44,4447
41061,Retail Trade,44,1486
41063,Retail Trade,44,287
41065,Health care & social assistance,62,1537
41067,Manufacturing,31,36395
41069,Accommodation & foodservices,72,18
41071,Manufacturing,31,5964
41999,Wholesale trade,42,58
42001,Manufacturing,31,8880
42003,Health care & social assistance,62,110204
42005,Retail Trade,44,3221
42007,Manufacturing,31,10150
42009,Manufacturing,31,4156
42011,Manufacturing,31,39293
42013,Health care & social assistance,62,8640
42015,Manufacturing,31,6131
42017,Retail Trade,44,40236
42019,Manufacturing,31,14691
42021,Health care & social assistance,62,10115
42023,Manufacturing,31,1114
42025,Manufacturing,31,2959
42027,Manufacturing,31,8176
42029,Retail Trade,44,25852
42031,Manufacturing,31,2683
42033,Health care & social assistance,62,4783
42035,Manufacturing,31,2998
42037,Manufacturing,31,7460
42039,Manufacturing,31,8890
42041,Retail Trade,44,15943
42043,Health care & social assistance,62,19031
42045,Health care & social assistance,62,34475
42047,Manufacturing,31,7255
42049,Manufacturing,31,35139
42051,Health care & social assistance,62,6516
42053,Manufacturing,31,190
42055,Manufacturing,31,9906
42057,Manufacturing,31,3010
42059,Health care & social assistance,62,1336
42061,Manufacturing,31,2686
42063,Retail Trade,44,4407
42065,Manufacturing,31,4321
42067,Manufacturing,31,2354
42069,Health care & social assistance,62,17201
42071,Manufacturing,31,50760
42073,Manufacturing,31,5581
42075,Manufacturing,31,9981
42077,Health care & social assistance,62,26911
42079,Manufacturing,31,21032
42081,Manufacturing,31,12858
42083,Manufacturing,31,5030
42085,Manufacturing,31,9867
42087,Manufacturing,31,5161
42089,Retail Trade,44,8728
42091,Manufacturing,31,61535
42093,Manufacturing,31,1496
42095,Manufacturing,31,15972
42097,Manufacturing,31,6994
42099,Retail Trade,44,1513
42101,Health care & social assistance,62,116414
42103,Retail Trade,44,1225
42105,Manufacturing,31,1210
42107,Manufacturing,31,13146
42109,Manufacturing,31,4885
42111,Manufacturing,31,5305
42113,Health care & social assistance,62,373
42115,Retail Trade,44,1243
42117,Manufacturing,31,3117
42119,Manufacturing,31,3811
42121,Manufacturing,31,4411
42123,Manufacturing,31,4248
42125,Construction,23,12017
42127,Retail Trade,44,2686
42129,Manufacturing,31,23249
42131,Transportation & Warehousing,48,1595
42133,Manufacturing,31,42979
42999,Mining,21,560
44001,Manufacturing,31,2835
44003,Retail Trade,44,12298
44005,Health care & social assistance,62,5039
44007,Health care & social assistance,62,47619
44009,Manufacturing,31,6796
44999,Administrative & support & waste management & remediation serv,56,0
45001,Manufacturing,31,4132
45003,Manufacturing,31,21367
45005,Manufacturing,31,1205
45007,Manufacturing,31,18853
45009,Manufacturing,31,1278
45011,Manufacturing,31,3216
45013,Retail Trade,44,9081
45015,Manufacturing,31,6124
45017,Manufacturing,31,790
45019,Health care & social assistance,62,32380
45021,Manufacturing,31,8155
45023,Manufacturing,31,4869
45025,Manufacturing,31,6612
45027,Manufacturing,31,1404
45029,Retail Trade,44,1750
45031,Manufacturing,31,6089
45033,Manufacturing,31,2769
45035,Manufacturing,31,4011
45037,Manufacturing,31,2068
45039,Manufacturing,31,2220
45041,Manufacturing,31,11532
45043,Manufacturing,31,4015
45045,Manufacturing,31,41388
45047,Manufacturing,31,9846
45049,Manufacturing,31,1243
45051,Accommodation & foodservices,72,19172
45053,Retail Trade,44,980
45055,Manufacturing,31,4747
45057,Manufacturing,31,4862
45059,Manufacturing,31,6196
45061,Retail Trade,44,517
45063,Retail Trade,44,11107
45065,Retail Trade,44,152
45067,Manufacturing,31,3683
45069,Manufacturing,31,3385
45071,Manufacturing,31,4822
45073,Manufacturing,31,7287
45075,Manufacturing,31,8342
45077,Manufacturing,31,8962
45079,Health care & social assistance,62,24807
45081,Manufacturing,31,2253
45083,Manufacturing,31,32668
45085,Manufacturing,31,12719
45087,Manufacturing,31,3848
45089,Manufacturing,31,2540
45091,Manufacturing,31,12501
45999,Administrative & support & waste management & remediation serv,56,6672
46003,Retail Trade,44,104
46005,Health care & social assistance,62,1177
46007,Health care & social assistance,62,122
46009,Health care & social assistance,62,450
46011,Manufacturing,31,4622
46013,Retail Trade,44,3114
46015,Health care & social assistance,62,427
46017,Retail Trade,44,0
46017,Real estate & rental & leasing,53,0
46017,"Professional, scientific, & technical services",54,0
46017,Health care & social assistance,62,0
46017,Accommodation & foodservices,72,0
46017,Unclassified,99,0
46019,Retail Trade,44,521
46021,Wholesale trade,42,59
46023,Accommodation & foodservices,72,576
46025,Manufacturing,31,158
46027,Retail Trade,44,1151
46029,Manufacturing,31,3961
46031,Wholesale trade,42,83
46033,Accommodation & foodservices,72,271
46035,Retail Trade,44,2740
46037,Health care & social assistance,62,330
46039,Health care & social assistance,62,205
46041,Health care & social assistance,62,604
46043,Retail Trade,44,121
46045,Retail Trade,44,190
46047,Retail Trade,44,334
46049,Retail Trade,44,98
46051,Retail Trade,44,441
46053,Health care & social assistance,62,264
46055,Wholesale trade,42,84
46057,Retail Trade,44,209
46059,Health care & social assistance,62,205
46061,Wholesale trade,42,33
46063,Health care & social assistance,62,82
46065,Retail Trade,44,1254
46067,Health care & social assistance,62,609
46069,Retail Trade,44,23
46071,Retail Trade,44,136
46073,Retail Trade,44,126
46075,Retail Trade,44,111
46077,Manufacturing,31,281
46079,Manufacturing,31,988
46081,Accommodation & foodservices,72,1613
46083,Construction,23,1137
46085,Retail Trade,44,311
46087,Health care & social assistance,62,271
46089,Health care & social assistance,62,132
46091,Manufacturing,31,371
46093,Health care & social assistance,62,1391
46095,Retail Trade,44,45
46097,Health care & social assistance,62,141
46099,Health care & social assistance,62,17231
46101,Manufacturing,31,225
46103,Health care & social assistance,62,7061
46105,Retail Trade,44,344
46107,Retail Trade,44,210
46109,Health care & social assistance,62,502
46111,Retail Trade,44,70
46113,Educational services,61,837
46115,Health care & social assistance,62,265
46117,Construction,23,408
46119,Retail Trade,44,86
46121,Health care & social assistance,62,254
46123,Retail Trade,44,400
46125,Health care & social assistance,62,373
46127,Manufacturing,31,7134
46129,Retail Trade,44,433
46135,Manufacturing,31,2508
46137,Retail Trade,44,15
46999,Finance & insurance,52,9
47001,"Professional, scientific, & technical services",54,9908
47003,Manufacturing,31,5546
47005,Manufacturing,31,896
47007,Manufacturing,31,581
47009,Manufacturing,31,8811
47011,Manufacturing,31,11894
47013,Manufacturing,31,2050
47015,Manufacturing,31,296
47017,Manufacturing,31,2604
47019,Manufacturing,31,2668
47021,Manufacturing,31,2679
47023,Manufacturing,31,691
47025,Manufacturing,31,3295
47027,Manufacturing,31,469
47029,Manufacturing,31,2487
47031,Manufacturing,31,5946
47033,Manufacturing,31,1075
47035,Retail Trade,44,2496
47037,Health care & social assistance,62,52136
47039,Manufacturing,31,996
47041,Manufacturing,31,2199
47043,Manufacturing,31,4075
47045,Manufacturing,31,6120
47047,Manufacturing,31,1713
47049,Health care & social assistance,62,792
47051,Manufacturing,31,2149
47053,Manufacturing,31,6380
47055,Manufacturing,31,3538
47057,Manufacturing,31,1412
47059,Manufacturing,31,7827
47061,Retail Trade,44,419
47063,Manufacturing,31,14250
47065,Manufacturing,31,33255
47067,Retail Trade,44,116
47069,Manufacturing,31,1824
47071,Manufacturing,31,2132
47073,Manufacturing,31,6160
47075,Manufacturing,31,1948
47077,Manufacturing,31,3052
47079,Manufacturing,31,3021
47081,Manufacturing,31,629
47083,Health care & social assistance,62,319
47085,Manufacturing,31,1984
47087,Manufacturing,31,654
47089,Manufacturing,31,3151
47091,Manufacturing,31,801
47093,Health care & social assistance,62,29199
47095,Accommodation & foodservices,72,180
47097,Manufacturing,31,3205
47099,Manufacturing,31,4286
47101,Manufacturing,31,539
47103,Manufacturing,31,3504
47105,Manufacturing,31,3217
47107,Manufacturing,31,8238
47109,Administrative & support & waste management & remediation serv,56,3330
47111,Manufacturing,31,1451
47113,Manufacturing,31,12393
47115,Manufacturing,31,1691
47117,Manufacturing,31,7637
47119,Manufacturing,31,10725
47121,Manufacturing,31,744
47123,Manufacturing,31,5396
47125,Manufacturing,31,7869
47127,Health care & social assistance,62,86
47129,Manufacturing,31,638
47131,Manufacturing,31,7173
47133,Manufacturing,31,1217
47135,Manufacturing,31,1313
47137,Manufacturing,31,521
47139,Manufacturing,31,406
47141,Manufacturing,31,8333
47143,Manufacturing,31,4428
47145,Retail Trade,44,1895
47147,Manufacturing,31,5440
47149,Manufacturing,31,17787
47151,Manufacturing,31,2951
47153,Manufacturing,31,897
47155,Accommodation & foodservices,72,8602
47157,Retail Trade,44,54744
47159,Manufacturing,31,1679
47161,Manufacturing,31,423
47163,Manufacturing,31,15543
47165,Manufacturing,31,9625
47167,Manufacturing,31,2980
47169,Manufacturing,31,324
47171,Manufacturing,31,1394
47173,Manufacturing,31,976
47175,Health care & social assistance,62,99
47177,Manufacturing,31,6403
47179,Health care & social assistance,62,8461
47181,Manufacturing,31,1061
47183,Manufacturing,31,2990
47185,Manufacturing,31,3093
47187,Retail Trade,44,10682
47189,Manufacturing,31,6887
47999,Administrative & support & waste management & remediation serv,56,3878
48001,Health care & social assistance,62,1971
48003,Mining,21,621
48005,Manufacturing,31,6630
48007,Retail Trade,44,889
48009,Retail Trade,44,117
48011,Accommodation & foodservices,72,29
48013,Retail Trade,44,1438
48015,Manufacturing,31,1595
48017,Health care & social assistance,62,259
48019,Accommodation & foodservices,72,327
48021,Retail Trade,44,1648
48023,Health care & social assistance,62,541
48025,Retail Trade,44,928
48027,Health care & social assistance,62,18656
48029,Health care & social assistance,62,81343
48031,Retail Trade,44,338
48033,Mining,21,0
48033,Wholesale trade,42,0
48033,Retail Trade,44,0
48035,Health care & social assistance,62,596
48037,Health care & social assistance,62,6802
48039,Manufacturing,31,13071
48041,Retail Trade,44,8150
48043,Accommodation & foodservices,72,509
48045,Wholesale trade,42,55
48047,Retail Trade,44,299
48049,Manufacturing,31,3506
48051,Retail Trade,44,496
48053,Retail Trade,44,1695
48055,Health care & social assistance,62,745
48057,Manufacturing,31,3995
48059,Retail Trade,44,267
48061,Health care & social assistance,62,20302
48063,Retail Trade,44,516
48065,Health care & social assistance,62,185
48067,Health care & social assistance,62,1047
48069,Retail Trade,44,285
48071,Manufacturing,31,2364
48073,Manufacturing,31,3249
48075,Retail Trade,44,321
48077,Retail Trade,44,228
48079,Health care & social assistance,62,159
48081,Mining,21,152
48083,Health care & social assistance,62,395
48085,Retail Trade,44,32414
48087,Health care & social assistance,62,147
48089,Retail Trade,44,936
48091,Manufacturing,31,4514
48093,Health care & social assistance,62,541
48095,Accommodation & foodservices,72,51
48097,Manufacturing,31,4994
48099,Retail Trade,44,1668
48101,Retail Trade,44,55
48103,Mining,21,386
48105,Accommodation & foodservices,72,329
48107,Health care & social assistance,62,277
48109,Retail Trade,44,160
48111,Retail Trade,44,314
48113,Administrative & support & waste management & remediation serv,56,193819
48115,Retail Trade,44,541
48117,Manufacturing,31,1098
48119,Health care & social assistance,62,273
48121,Retail Trade,44,21094
48123,Health care & social assistance,62,809
48125,Health care & social assistance,62,62
48127,Retail Trade,44,317
48129,Retail Trade,44,147
48131,Mining,21,344
48133,Manufacturing,31,859
48135,Retail Trade,44,6449
48137,Other services (except public administration),81,24
48139,Manufacturing,31,10053
48141,Manufacturing,31,30930
48143,Retail Trade,44,2002
48145,Health care & social assistance,62,780
48147,Manufacturing,31,1173
48149,Manufacturing,31,1187
48151,Health care & social assistance,62,163
48153,Health care & social assistance,62,252
48155,Health care & social assistance,62,71
48157,Retail Trade,44,16317
48159,Health care & social assistance,62,3361
48161,Retail Trade,44,643
48163,Retail Trade,44,508
48165,Retail Trade,44,439
48167,Health care & social assistance,62,12037
48169,Construction,23,207
48171,Retail Trade,44,1450
48173,Finance & insurance,52,10
48175,Accommodation & foodservices,72,144
48177,Manufacturing,31,992
48179,Retail Trade,44,1138
48181,Manufacturing,31,9235
48183,Manufacturing,31,11191
48185,Manufacturing,31,1663
48187,Manufacturing,31,5945
48189,Manufacturing,31,2747
48191,Retail Trade,44,179
48193,Health care & social assistance,62,395
48195,Retail Trade,44,222
48197,Health care & social assistance,62,169
48199,Construction,23,2258
48201,Administrative & support & waste management & remediation serv,56,178027
48203,Manufacturing,31,3753
48205,Health care & social assistance,62,308
48207,Health care & social assistance,62,211
48209,Retail Trade,44,5467
48211,Mining,21,283
48213,Retail Trade,44,2737
48215,Retail Trade,44,23568
48217,Health care & social assistance,62,1938
48219,Health care & social assistance,62,1338
48221,Retail Trade,44,1857
48223,Retail Trade,44,1684
48225,Retail Trade,44,693
48227,Health care & social assistance,62,2327
48229,Retail Trade,44,57
48231,Retail Trade,44,3239
48233,Manufacturing,31,1731
48235,Mining,21,50
48237,Administrative & support & waste management & remediation serv,56,274
48239,Retail Trade,44,522
48241,Manufacturing,31,1941
48243,Accommodation & foodservices,72,147
48245,Health care & social assistance,62,16879
48247,Retail Trade,44,225
48249,Health care & social assistance,62,3622
48251,Manufacturing,31,5701
48253,Health care & social assistance,62,532
48255,Retail Trade,44,418
48257,Manufacturing,31,4821
48259,Retail Trade,44,1150
48261,"Arts, entertainment, & recreation",71,0
48261,Accommodation & foodservices,72,0
48261,Other services (except public administration),81,0
48263,Mining,21,0
48263,Wholesale trade,42,0
48263,Retail Trade,44,0
48263,Transportation & Warehousing,48,0
48263,Information,51,0
48263,Finance & insurance,52,0
48263,"Arts, entertainment, & recreation",71,0
48263,Accommodation & foodservices,72,0
