cty,industry,industry_naics_code,industry_employment
1081,Administrative & support & waste management & remediation serv,56,2277
1081,Educational services,61,115
1081,Health care & social assistance,62,4964
1081,"Arts, entertainment, & recreation",71,379
1081,Accommodation & foodservices,72,4664
1081,Other services (except public administration),81,1638
1081,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
1081,Unclassified,99,0
1083,"Agriculture, forestry, fishing, & hunting",11,0
1083,Mining,21,0
1083,Construction,23,849
1083,Manufacturing,31,6772
1083,Wholesale trade,42,637
1083,Retail Trade,44,2657
1083,Transportation & Warehousing,48,211
1083,Information,51,177
1083,Finance & insurance,52,379
1083,Real estate & rental & leasing,53,147
1083,"Professional, scientific, & technical services",54,382
1083,Management of companies & enterprises,55,77
1083,Administrative & support & waste management & remediation serv,56,430
1083,Educational services,61,30
1083,Health care & social assistance,62,1734
1083,"Arts, entertainment, & recreation",71,0
1083,Accommodation & foodservices,72,1592
1083,Other services (except public administration),81,827
1083,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
1083,Unclassified,99,1
1085,"Agriculture, forestry, fishing, & hunting",11,68
1085,Mining,21,0
1085,Utilities,22,0
1085,Construction,23,158
1085,Manufacturing,31,1228
1085,Wholesale trade,42,79
1085,Retail Trade,44,304
1085,Transportation & Warehousing,48,0
1085,Information,51,0
1085,Finance & insurance,52,57
1085,Real estate & rental & leasing,53,0
1085,"Professional, scientific, & technical services",54,30
1085,Administrative & support & waste management & remediation serv,56,0
1085,Educational services,61,0
1085,Health care & social assistance,62,116
1085,"Arts, entertainment, & recreation",71,0
1085,Other services (except public administration),81,24
1085,Unclassified,99,0
1087,"Agriculture, forestry, fishing, & hunting",11,0
1087,Mining,21,0
1087,Construction,23,70
1087,Manufacturing,31,0
1087,Wholesale trade,42,50
1087,Retail Trade,44,417
1087,Transportation & Warehousing,48,0
1087,Information,51,130
1087,Finance & insurance,52,85
1087,Real estate & rental & leasing,53,31
1087,"Professional, scientific, & technical services",54,85
1087,Administrative & support & waste management & remediation serv,56,0
1087,Educational services,61,0
1087,Health care & social assistance,62,2102
1087,"Arts, entertainment, & recreation",71,0
1087,Accommodation & foodservices,72,314
1087,Other services (except public administration),81,146
1087,Unclassified,99,18
1089,"Agriculture, forestry, fishing, & hunting",11,0
1089,Mining,21,0
1089,Utilities,22,0
1089,Construction,23,5731
1089,Manufacturing,31,23489
1089,Wholesale trade,42,5140
1089,Retail Trade,44,17132
1089,Transportation & Warehousing,48,2286
1089,Information,51,3197
1089,Finance & insurance,52,3229
1089,Real estate & rental & leasing,53,1659
1089,"Professional, scientific, & technical services",54,20064
1089,Management of companies & enterprises,55,2812
1089,Administrative & support & waste management & remediation serv,56,10267
1089,Educational services,61,1699
1089,Health care & social assistance,62,14705
1089,"Arts, entertainment, & recreation",71,1108
1089,Accommodation & foodservices,72,11098
1089,Other services (except public administration),81,6055
1089,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,213
1089,Unclassified,99,0
1091,"Agriculture, forestry, fishing, & hunting",11,268
1091,Mining,21,0
1091,Utilities,22,0
1091,Construction,23,204
1091,Manufacturing,31,2240
1091,Wholesale trade,42,124
1091,Retail Trade,44,963
1091,Transportation & Warehousing,48,269
1091,Information,51,62
1091,Finance & insurance,52,289
1091,Real estate & rental & leasing,53,0
1091,"Professional, scientific, & technical services",54,81
1091,Administrative & support & waste management & remediation serv,56,132
1091,Educational services,61,66
1091,Health care & social assistance,62,694
1091,"Arts, entertainment, & recreation",71,0
1091,Accommodation & foodservices,72,410
1091,Other services (except public administration),81,285
1091,Unclassified,99,0
1093,"Agriculture, forestry, fishing, & hunting",11,75
1093,Mining,21,0
1093,Utilities,22,0
1093,Construction,23,180
1093,Manufacturing,31,4004
1093,Wholesale trade,42,361
1093,Retail Trade,44,1122
1093,Transportation & Warehousing,48,166
1093,Information,51,46
1093,Finance & insurance,52,359
1093,Real estate & rental & leasing,53,66
1093,"Professional, scientific, & technical services",54,102
1093,Management of companies & enterprises,55,0
1093,Administrative & support & waste management & remediation serv,56,215
1093,Educational services,61,0
1093,Health care & social assistance,62,1173
1093,"Arts, entertainment, & recreation",71,0
1093,Accommodation & foodservices,72,658
1093,Other services (except public administration),81,298
1093,Unclassified,99,0
1095,"Agriculture, forestry, fishing, & hunting",11,0
1095,Mining,21,0
1095,Utilities,22,95
1095,Construction,23,1371
1095,Manufacturing,31,12348
1095,Wholesale trade,42,1612
1095,Retail Trade,44,5171
1095,Transportation & Warehousing,48,544
1095,Information,51,908
1095,Finance & insurance,52,813
1095,Real estate & rental & leasing,53,435
1095,"Professional, scientific, & technical services",54,483
1095,Management of companies & enterprises,55,168
1095,Administrative & support & waste management & remediation serv,56,1953
1095,Educational services,61,95
1095,Health care & social assistance,62,2942
1095,"Arts, entertainment, & recreation",71,0
1095,Accommodation & foodservices,72,2644
1095,Other services (except public administration),81,966
1095,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,7
1095,Unclassified,99,41
1097,"Agriculture, forestry, fishing, & hunting",11,235
1097,Mining,21,510
1097,Utilities,22,1312
1097,Construction,23,11917
1097,Manufacturing,31,18956
1097,Wholesale trade,42,8370
1097,Retail Trade,44,21088
1097,Transportation & Warehousing,48,5394
1097,Information,51,3532
1097,Finance & insurance,52,4979
1097,Real estate & rental & leasing,53,3020
1097,"Professional, scientific, & technical services",54,7919
1097,Management of companies & enterprises,55,1574
1097,Administrative & support & waste management & remediation serv,56,15641
1097,Educational services,61,2522
1097,Health care & social assistance,62,21491
1097,"Arts, entertainment, & recreation",71,1752
1097,Accommodation & foodservices,72,12292
1097,Other services (except public administration),81,9655
1097,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,229
1097,Unclassified,99,71
1099,"Agriculture, forestry, fishing, & hunting",11,242
1099,Mining,21,0
1099,Utilities,22,0
1099,Construction,23,295
1099,Manufacturing,31,2429
1099,Wholesale trade,42,157
1099,Retail Trade,44,941
1099,Transportation & Warehousing,48,838
1099,Information,51,98
1099,Finance & insurance,52,161
1099,Real estate & rental & leasing,53,0
1099,"Professional, scientific, & technical services",54,64
1099,Management of companies & enterprises,55,0
1099,Administrative & support & waste management & remediation serv,56,102
1099,Educational services,61,0
1099,Health care & social assistance,62,627
1099,"Arts, entertainment, & recreation",71,0
1099,Accommodation & foodservices,72,453
1099,Other services (except public administration),81,244
1099,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
1099,Unclassified,99,0
1101,"Agriculture, forestry, fishing, & hunting",11,0
1101,Mining,21,73
1101,Utilities,22,0
1101,Construction,23,6280
1101,Manufacturing,31,11125
1101,Wholesale trade,42,6099
1101,Retail Trade,44,15513
1101,Transportation & Warehousing,48,3017
1101,Information,51,3415
1101,Finance & insurance,52,7956
1101,Real estate & rental & leasing,53,2189
1101,"Professional, scientific, & technical services",54,6428
1101,Management of companies & enterprises,55,1344
1101,Administrative & support & waste management & remediation serv,56,10542
1101,Educational services,61,2094
1101,Health care & social assistance,62,14680
1101,"Arts, entertainment, & recreation",71,968
1101,Accommodation & foodservices,72,8746
1101,Other services (except public administration),81,6885
1101,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,1946
1101,Unclassified,99,75
1103,"Agriculture, forestry, fishing, & hunting",11,0
1103,Mining,21,0
1103,Utilities,22,0
1103,Construction,23,3954
1103,Manufacturing,31,13816
1103,Wholesale trade,42,2125
1103,Retail Trade,44,6342
1103,Transportation & Warehousing,48,909
1103,Information,51,499
1103,Finance & insurance,52,1895
1103,Real estate & rental & leasing,53,501
1103,"Professional, scientific, & technical services",54,1101
1103,Management of companies & enterprises,55,282
1103,Administrative & support & waste management & remediation serv,56,3658
1103,Educational services,61,103
1103,Health care & social assistance,62,5009
1103,"Arts, entertainment, & recreation",71,318
1103,Accommodation & foodservices,72,3303
1103,Other services (except public administration),81,2226
1103,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
1103,Unclassified,99,0
1105,"Agriculture, forestry, fishing, & hunting",11,0
1105,Mining,21,0
1105,Utilities,22,0
1105,Construction,23,0
1105,Manufacturing,31,542
1105,Wholesale trade,42,53
1105,Retail Trade,44,276
1105,Transportation & Warehousing,48,0
1105,Information,51,0
1105,Finance & insurance,52,63
1105,Real estate & rental & leasing,53,11
1105,"Professional, scientific, & technical services",54,0
1105,Administrative & support & waste management & remediation serv,56,0
1105,Educational services,61,360
1105,Health care & social assistance,62,156
1105,Accommodation & foodservices,72,94
1105,Other services (except public administration),81,88
1105,Unclassified,99,0
1107,"Agriculture, forestry, fishing, & hunting",11,133
1107,Mining,21,0
1107,Utilities,22,0
1107,Construction,23,133
1107,Manufacturing,31,610
1107,Wholesale trade,42,72
1107,Retail Trade,44,622
1107,Transportation & Warehousing,48,59
1107,Information,51,19
1107,Finance & insurance,52,173
1107,Real estate & rental & leasing,53,16
1107,"Professional, scientific, & technical services",54,53
1107,Administrative & support & waste management & remediation serv,56,0
1107,Educational services,61,0
1107,Health care & social assistance,62,681
1107,"Arts, entertainment, & recreation",71,0
1107,Accommodation & foodservices,72,119
1107,Other services (except public administration),81,151
1107,Unclassified,99,0
1109,"Agriculture, forestry, fishing, & hunting",11,59
1109,Utilities,22,0
1109,Construction,23,446
1109,Manufacturing,31,1937
1109,Wholesale trade,42,426
1109,Retail Trade,44,1628
1109,Transportation & Warehousing,48,1106
1109,Information,51,126
1109,Finance & insurance,52,341
1109,Real estate & rental & leasing,53,105
1109,"Professional, scientific, & technical services",54,272
1109,Management of companies & enterprises,55,110
1109,Administrative & support & waste management & remediation serv,56,273
1109,Educational services,61,63
1109,Health care & social assistance,62,933
1109,"Arts, entertainment, & recreation",71,0
1109,Accommodation & foodservices,72,963
1109,Other services (except public administration),81,294
1109,Unclassified,99,0
1111,"Agriculture, forestry, fishing, & hunting",11,0
1111,Mining,21,0
1111,Utilities,22,0
1111,Construction,23,89
1111,Manufacturing,31,2202
1111,Wholesale trade,42,82
1111,Retail Trade,44,767
1111,Transportation & Warehousing,48,208
1111,Information,51,66
1111,Finance & insurance,52,153
1111,Real estate & rental & leasing,53,39
1111,"Professional, scientific, & technical services",54,74
1111,Management of companies & enterprises,55,0
1111,Administrative & support & waste management & remediation serv,56,0
1111,Educational services,61,38
1111,Health care & social assistance,62,640
1111,"Arts, entertainment, & recreation",71,0
1111,Accommodation & foodservices,72,418
1111,Other services (except public administration),81,144
1113,"Agriculture, forestry, fishing, & hunting",11,0
1113,Mining,21,0
1113,Utilities,22,92
1113,Construction,23,960
1113,Manufacturing,31,2250
1113,Wholesale trade,42,489
1113,Retail Trade,44,1883
1113,Transportation & Warehousing,48,265
1113,Information,51,100
1113,Finance & insurance,52,336
1113,Real estate & rental & leasing,53,158
1113,"Professional, scientific, & technical services",54,164
1113,Management of companies & enterprises,55,0
1113,Administrative & support & waste management & remediation serv,56,128
1113,Educational services,61,100
1113,Health care & social assistance,62,1041
1113,"Arts, entertainment, & recreation",71,62
1113,Accommodation & foodservices,72,1182
1113,Other services (except public administration),81,739
1113,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
1113,Unclassified,99,0
1115,"Agriculture, forestry, fishing, & hunting",11,91
1115,Mining,21,0
1115,Utilities,22,0
1115,Construction,23,956
1115,Manufacturing,31,3239
1115,Wholesale trade,42,910
1115,Retail Trade,44,1477
1115,Transportation & Warehousing,48,368
1115,Information,51,140
1115,Finance & insurance,52,381
1115,Real estate & rental & leasing,53,140
1115,"Professional, scientific, & technical services",54,271
1115,Management of companies & enterprises,55,0
1115,Administrative & support & waste management & remediation serv,56,673
