cty,industry,industry_naics_code,industry_employment
38061,Information,51,77
38061,Finance & insurance,52,71
38061,Real estate & rental & leasing,53,0
38061,"Professional, scientific, & technical services",54,51
38061,Administrative & support & waste management & remediation serv,56,27
38061,Educational services,61,0
38061,Health care & social assistance,62,346
38061,"Arts, entertainment, & recreation",71,0
38061,Accommodation & foodservices,72,128
38061,Other services (except public administration),81,78
38061,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
38061,Unclassified,99,1
38063,Construction,23,35
38063,Manufacturing,31,0
38063,Wholesale trade,42,106
38063,Retail Trade,44,134
38063,Transportation & Warehousing,48,0
38063,Information,51,3
38063,Finance & insurance,52,79
38063,Real estate & rental & leasing,53,7
38063,"Professional, scientific, & technical services",54,6
38063,Administrative & support & waste management & remediation serv,56,0
38063,Health care & social assistance,62,312
38063,Accommodation & foodservices,72,20
38063,Other services (except public administration),81,55
38063,Unclassified,99,0
38065,Mining,21,0
38065,Utilities,22,0
38065,Construction,23,9
38065,Manufacturing,31,0
38065,Retail Trade,44,0
38065,Transportation & Warehousing,48,0
38065,Finance & insurance,52,0
38065,"Professional, scientific, & technical services",54,5
38065,Administrative & support & waste management & remediation serv,56,0
38065,Health care & social assistance,62,0
38065,"Arts, entertainment, & recreation",71,0
38065,Accommodation & foodservices,72,6
38065,Other services (except public administration),81,12
38067,"Agriculture, forestry, fishing, & hunting",11,4
38067,Utilities,22,0
38067,Construction,23,140
38067,Manufacturing,31,863
38067,Wholesale trade,42,207
38067,Retail Trade,44,615
38067,Transportation & Warehousing,48,230
38067,Information,51,20
38067,Finance & insurance,52,142
38067,Real estate & rental & leasing,53,4
38067,"Professional, scientific, & technical services",54,21
38067,Administrative & support & waste management & remediation serv,56,0
38067,Educational services,61,0
38067,Health care & social assistance,62,365
38067,"Arts, entertainment, & recreation",71,0
38067,Accommodation & foodservices,72,215
38067,Other services (except public administration),81,88
38067,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
38067,Unclassified,99,7
38069,"Agriculture, forestry, fishing, & hunting",11,3
38069,Utilities,22,0
38069,Construction,23,47
38069,Manufacturing,31,0
38069,Wholesale trade,42,147
38069,Retail Trade,44,247
38069,Transportation & Warehousing,48,44
38069,Information,51,28
38069,Finance & insurance,52,90
38069,Real estate & rental & leasing,53,0
38069,"Professional, scientific, & technical services",54,30
38069,Administrative & support & waste management & remediation serv,56,0
38069,Educational services,61,0
38069,Health care & social assistance,62,391
38069,"Arts, entertainment, & recreation",71,0
38069,Accommodation & foodservices,72,113
38069,Other services (except public administration),81,55
38069,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
38071,"Agriculture, forestry, fishing, & hunting",11,5
38071,Mining,21,0
38071,Utilities,22,40
38071,Construction,23,171
38071,Manufacturing,31,178
38071,Wholesale trade,42,324
38071,Retail Trade,44,869
38071,Transportation & Warehousing,48,42
38071,Information,51,162
38071,Finance & insurance,52,233
38071,Real estate & rental & leasing,53,129
38071,"Professional, scientific, & technical services",54,85
38071,Management of companies & enterprises,55,0
38071,Administrative & support & waste management & remediation serv,56,64
38071,Educational services,61,0
38071,Health care & social assistance,62,1078
38071,"Arts, entertainment, & recreation",71,0
38071,Accommodation & foodservices,72,559
38071,Other services (except public administration),81,226
38071,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
38071,Unclassified,99,4
38073,"Agriculture, forestry, fishing, & hunting",11,26
38073,Utilities,22,0
38073,Construction,23,56
38073,Manufacturing,31,256
38073,Wholesale trade,42,156
38073,Retail Trade,44,278
38073,Transportation & Warehousing,48,17
38073,Information,51,39
38073,Finance & insurance,52,63
38073,Real estate & rental & leasing,53,4
38073,"Professional, scientific, & technical services",54,37
38073,Management of companies & enterprises,55,0
38073,Administrative & support & waste management & remediation serv,56,0
38073,Health care & social assistance,62,364
38073,"Arts, entertainment, & recreation",71,18
38073,Accommodation & foodservices,72,151
38073,Other services (except public administration),81,104
38073,Unclassified,99,0
38075,"Agriculture, forestry, fishing, & hunting",11,0
38075,Mining,21,0
38075,Utilities,22,0
38075,Construction,23,19
38075,Manufacturing,31,0
38075,Wholesale trade,42,64
38075,Retail Trade,44,111
38075,Transportation & Warehousing,48,0
38075,Information,51,0
38075,Finance & insurance,52,30
38075,Real estate & rental & leasing,53,0
38075,"Professional, scientific, & technical services",54,5
38075,Administrative & support & waste management & remediation serv,56,0
38075,Educational services,61,0
38075,Health care & social assistance,62,0
38075,"Arts, entertainment, & recreation",71,0
38075,Accommodation & foodservices,72,0
38075,Other services (except public administration),81,32
38077,"Agriculture, forestry, fishing, & hunting",11,65
38077,Mining,21,0
38077,Utilities,22,0
38077,Construction,23,342
38077,Manufacturing,31,2196
38077,Wholesale trade,42,324
38077,Retail Trade,44,717
38077,Transportation & Warehousing,48,230
38077,Information,51,117
38077,Finance & insurance,52,165
38077,Real estate & rental & leasing,53,45
38077,"Professional, scientific, & technical services",54,109
38077,Management of companies & enterprises,55,0
38077,Administrative & support & waste management & remediation serv,56,315
38077,Educational services,61,354
38077,Health care & social assistance,62,613
38077,"Arts, entertainment, & recreation",71,0
38077,Accommodation & foodservices,72,768
38077,Other services (except public administration),81,260
38077,Unclassified,99,0
38079,"Agriculture, forestry, fishing, & hunting",11,0
38079,Construction,23,105
38079,Manufacturing,31,519
38079,Wholesale trade,42,71
38079,Retail Trade,44,488
38079,Transportation & Warehousing,48,82
38079,Information,51,0
38079,Finance & insurance,52,72
38079,Real estate & rental & leasing,53,0
38079,"Professional, scientific, & technical services",54,73
38079,Administrative & support & waste management & remediation serv,56,10
38079,Educational services,61,0
38079,Health care & social assistance,62,526
38079,"Arts, entertainment, & recreation",71,0
38079,Accommodation & foodservices,72,119
38079,Other services (except public administration),81,66
38079,Unclassified,99,2
38081,"Agriculture, forestry, fishing, & hunting",11,0
38081,Mining,21,0
38081,Utilities,22,0
38081,Construction,23,25
38081,Manufacturing,31,0
38081,Wholesale trade,42,89
38081,Retail Trade,44,145
38081,Transportation & Warehousing,48,0
38081,Information,51,0
38081,Finance & insurance,52,0
38081,Real estate & rental & leasing,53,7
38081,"Professional, scientific, & technical services",54,0
38081,Administrative & support & waste management & remediation serv,56,0
38081,Educational services,61,0
38081,Health care & social assistance,62,99
38081,"Arts, entertainment, & recreation",71,0
38081,Accommodation & foodservices,72,0
38081,Other services (except public administration),81,94
38081,Unclassified,99,0
38083,Construction,23,0
38083,Manufacturing,31,0
38083,Wholesale trade,42,25
38083,Retail Trade,44,0
38083,Transportation & Warehousing,48,3
38083,Finance & insurance,52,18
38083,Real estate & rental & leasing,53,0
38083,"Professional, scientific, & technical services",54,0
38083,Management of companies & enterprises,55,0
38083,Health care & social assistance,62,0
38083,Accommodation & foodservices,72,0
38083,Other services (except public administration),81,6
38083,Unclassified,99,0
38085,Utilities,22,0
38085,Construction,23,0
38085,Wholesale trade,42,0
38085,Retail Trade,44,48
38085,Transportation & Warehousing,48,1
38085,Information,51,0
38085,Real estate & rental & leasing,53,0
38085,"Professional, scientific, & technical services",54,0
38085,Educational services,61,0
38085,Health care & social assistance,62,0
38085,"Arts, entertainment, & recreation",71,0
38085,Accommodation & foodservices,72,0
38085,Other services (except public administration),81,0
38087,Construction,23,0
38087,Retail Trade,44,0
38087,Transportation & Warehousing,48,0
38087,Real estate & rental & leasing,53,0
38087,"Professional, scientific, & technical services",54,0
38087,Administrative & support & waste management & remediation serv,56,0
38087,Accommodation & foodservices,72,0
38087,Other services (except public administration),81,0
38089,"Agriculture, forestry, fishing, & hunting",11,9
38089,Mining,21,229
38089,Utilities,22,0
38089,Construction,23,430
38089,Manufacturing,31,948
38089,Wholesale trade,42,522
38089,Retail Trade,44,1610
38089,Transportation & Warehousing,48,254
38089,Information,51,261
38089,Finance & insurance,52,292
38089,Real estate & rental & leasing,53,42
38089,"Professional, scientific, & technical services",54,266
38089,Management of companies & enterprises,55,0
38089,Administrative & support & waste management & remediation serv,56,379
38089,Educational services,61,137
38089,Health care & social assistance,62,1593
38089,"Arts, entertainment, & recreation",71,0
38089,Accommodation & foodservices,72,903
38089,Other services (except public administration),81,537
38089,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
38089,Unclassified,99,12
38091,"Agriculture, forestry, fishing, & hunting",11,0
38091,Utilities,22,0
38091,Construction,23,52
38091,Manufacturing,31,74
38091,Wholesale trade,42,53
38091,Retail Trade,44,62
38091,Transportation & Warehousing,48,4
38091,Information,51,0
38091,Finance & insurance,52,46
38091,Real estate & rental & leasing,53,0
38091,"Professional, scientific, & technical services",54,0
38091,Administrative & support & waste management & remediation serv,56,0
38091,"Arts, entertainment, & recreation",71,0
38091,Accommodation & foodservices,72,11
38091,Other services (except public administration),81,36
38091,Unclassified,99,0
38093,"Agriculture, forestry, fishing, & hunting",11,0
38093,Utilities,22,0
38093,Construction,23,230
38093,Manufacturing,31,1778
38093,Wholesale trade,42,384
38093,Retail Trade,44,1380
38093,Transportation & Warehousing,48,378
38093,Information,51,179
38093,Finance & insurance,52,370
38093,Real estate & rental & leasing,53,82
38093,"Professional, scientific, & technical services",54,131
38093,Management of companies & enterprises,55,13
38093,Administrative & support & waste management & remediation serv,56,267
38093,Educational services,61,0
38093,Health care & social assistance,62,2132
38093,"Arts, entertainment, & recreation",71,116
38093,Accommodation & foodservices,72,860
38093,Other services (except public administration),81,510
38093,Unclassified,99,3
38095,Construction,23,17
38095,Manufacturing,31,182
38095,Wholesale trade,42,67
38095,Retail Trade,44,59
38095,Transportation & Warehousing,48,26
38095,Information,51,0
38095,Finance & insurance,52,62
38095,Real estate & rental & leasing,53,24
38095,"Professional, scientific, & technical services",54,17
38095,Health care & social assistance,62,0
38095,"Arts, entertainment, & recreation",71,0
38095,Accommodation & foodservices,72,0
38095,Other services (except public administration),81,29
38095,Unclassified,99,0
38097,"Agriculture, forestry, fishing, & hunting",11,31
38097,Utilities,22,0
38097,Construction,23,64
38097,Manufacturing,31,382
38097,Wholesale trade,42,230
38097,Retail Trade,44,315
38097,Transportation & Warehousing,48,131
38097,Information,51,18
38097,Finance & insurance,52,148
38097,Real estate & rental & leasing,53,13
38097,"Professional, scientific, & technical services",54,52
38097,Management of companies & enterprises,55,0
38097,Administrative & support & waste management & remediation serv,56,19
38097,Educational services,61,0
38097,Health care & social assistance,62,599
38097,"Arts, entertainment, & recreation",71,17
38097,Accommodation & foodservices,72,283
38097,Other services (except public administration),81,115
38097,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
38097,Unclassified,99,7
38099,"Agriculture, forestry, fishing, & hunting",11,46
38099,Mining,21,0
38099,Utilities,22,0
38099,Construction,23,115
38099,Manufacturing,31,857
38099,Wholesale trade,42,365
38099,Retail Trade,44,748
38099,Transportation & Warehousing,48,153
38099,Information,51,141
38099,Finance & insurance,52,147
38099,Real estate & rental & leasing,53,15
38099,"Professional, scientific, & technical services",54,85
38099,Management of companies & enterprises,55,0
38099,Administrative & support & waste management & remediation serv,56,206
38099,Educational services,61,0
38099,Health care & social assistance,62,695
38099,"Arts, entertainment, & recreation",71,67
38099,Accommodation & foodservices,72,226
38099,Other services (except public administration),81,209
38099,Unclassified,99,11
38101,"Agriculture, forestry, fishing, & hunting",11,0
38101,Mining,21,270
38101,Utilities,22,109
38101,Construction,23,1063
38101,Manufacturing,31,580
38101,Wholesale trade,42,1299
38101,Retail Trade,44,4735
38101,Transportation & Warehousing,48,461
38101,Information,51,686
38101,Finance & insurance,52,667
38101,Real estate & rental & leasing,53,345
38101,"Professional, scientific, & technical services",54,969
38101,Management of companies & enterprises,55,0
38101,Administrative & support & waste management & remediation serv,56,1535
38101,Educational services,61,319
38101,Health care & social assistance,62,4483
38101,"Arts, entertainment, & recreation",71,284
38101,Accommodation & foodservices,72,2549
38101,Other services (except public administration),81,1205
38101,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
38101,Unclassified,99,0
38103,"Agriculture, forestry, fishing, & hunting",11,0
38103,Mining,21,0
38103,Utilities,22,0
38103,Construction,23,48
38103,Manufacturing,31,34
38103,Wholesale trade,42,147
38103,Retail Trade,44,269
38103,Transportation & Warehousing,48,8
38103,Information,51,10
38103,Finance & insurance,52,92
38103,Real estate & rental & leasing,53,5
38103,"Professional, scientific, & technical services",54,25
38103,Administrative & support & waste management & remediation serv,56,0
38103,Educational services,61,0
38103,Health care & social assistance,62,402
38103,"Arts, entertainment, & recreation",71,3
38103,Accommodation & foodservices,72,112
38103,Other services (except public administration),81,80
38103,Unclassified,99,2
38105,"Agriculture, forestry, fishing, & hunting",11,40
38105,Mining,21,340
38105,Utilities,22,0
38105,Construction,23,231
38105,Manufacturing,31,127
38105,Wholesale trade,42,644
38105,Retail Trade,44,1318
38105,Transportation & Warehousing,48,143
38105,Information,51,181
38105,Finance & insurance,52,305
38105,Real estate & rental & leasing,53,117
38105,"Professional, scientific, & technical services",54,154
38105,Management of companies & enterprises,55,54
38105,Administrative & support & waste management & remediation serv,56,542
38105,Educational services,61,215
38105,Health care & social assistance,62,1256
38105,"Arts, entertainment, & recreation",71,73
38105,Accommodation & foodservices,72,733
38105,Other services (except public administration),81,386
38105,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
38105,Unclassified,99,18
38999,Mining,21,1163
38999,Wholesale trade,42,0
38999,Transportation & Warehousing,48,0
38999,Finance & insurance,52,0
38999,"Professional, scientific, & technical services",54,0
38999,Administrative & support & waste management & remediation serv,56,0
39001,Mining,21,0
39001,Utilities,22,0
39001,Construction,23,167
39001,Manufacturing,31,954
39001,Wholesale trade,42,105
39001,Retail Trade,44,963
39001,Transportation & Warehousing,48,0
39001,Information,51,45
39001,Finance & insurance,52,159
39001,Real estate & rental & leasing,53,60
39001,"Professional, scientific, & technical services",54,96
39001,Management of companies & enterprises,55,0
39001,Administrative & support & waste management & remediation serv,56,31
39001,Educational services,61,0
39001,Health care & social assistance,62,893
39001,"Arts, entertainment, & recreation",71,24
39001,Accommodation & foodservices,72,642
39001,Other services (except public administration),81,100
39001,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
39001,Unclassified,99,0
39003,"Agriculture, forestry, fishing, & hunting",11,12
39003,Mining,21,83
39003,Utilities,22,0
39003,Construction,23,2290
39003,Manufacturing,31,10106
39003,Wholesale trade,42,3602
39003,Retail Trade,44,7660
39003,Transportation & Warehousing,48,1649
39003,Information,51,990
39003,Finance & insurance,52,1268
39003,Real estate & rental & leasing,53,464
39003,"Professional, scientific, & technical services",54,1074
39003,Management of companies & enterprises,55,140
39003,Administrative & support & waste management & remediation serv,56,2573
39003,Educational services,61,1282
39003,Health care & social assistance,62,9059
39003,"Arts, entertainment, & recreation",71,397
39003,Accommodation & foodservices,72,4544
39003,Other services (except public administration),81,2765
39003,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,61
39003,Unclassified,99,0
39005,"Agriculture, forestry, fishing, & hunting",11,0
39005,Mining,21,0
39005,Utilities,22,0
39005,Construction,23,589
39005,Manufacturing,31,6310
39005,Wholesale trade,42,327
39005,Retail Trade,44,2248
39005,Transportation & Warehousing,48,227
39005,Information,51,290
39005,Finance & insurance,52,338
39005,Real estate & rental & leasing,53,163
39005,"Professional, scientific, & technical services",54,592
39005,Management of companies & enterprises,55,0
39005,Administrative & support & waste management & remediation serv,56,169
39005,Educational services,61,0
39005,Health care & social assistance,62,1822
39005,"Arts, entertainment, & recreation",71,321
39005,Accommodation & foodservices,72,1421
39005,Other services (except public administration),81,1068
39005,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
39005,Unclassified,99,0
39007,"Agriculture, forestry, fishing, & hunting",11,0
39007,Mining,21,0
39007,Utilities,22,321
39007,Construction,23,1212
39007,Manufacturing,31,9362
39007,Wholesale trade,42,559
39007,Retail Trade,44,4816
39007,Transportation & Warehousing,48,512
39007,Information,51,416
39007,Finance & insurance,52,632
39007,Real estate & rental & leasing,53,249
39007,"Professional, scientific, & technical services",54,415
39007,Management of companies & enterprises,55,50
39007,Administrative & support & waste management & remediation serv,56,1205
39007,Educational services,61,241
39007,Health care & social assistance,62,4631
39007,"Arts, entertainment, & recreation",71,249
39007,Accommodation & foodservices,72,2802
39007,Other services (except public administration),81,1222
39007,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
39007,Unclassified,99,0
39009,"Agriculture, forestry, fishing, & hunting",11,0
39009,Mining,21,0
39009,Utilities,22,0
39009,Construction,23,396
39009,Manufacturing,31,1368
39009,Wholesale trade,42,336
39009,Retail Trade,44,2578
39009,Transportation & Warehousing,48,0
39009,Information,51,375
39009,Finance & insurance,52,426
39009,Real estate & rental & leasing,53,190
39009,"Professional, scientific, & technical services",54,462
39009,Management of companies & enterprises,55,0
39009,Administrative & support & waste management & remediation serv,56,0
39009,Educational services,61,179
39009,Health care & social assistance,62,2161
39009,"Arts, entertainment, & recreation",71,68
39009,Accommodation & foodservices,72,2420
39009,Other services (except public administration),81,906
39009,Unclassified,99,22
39011,"Agriculture, forestry, fishing, & hunting",11,0
39011,Mining,21,0
39011,Utilities,22,0
39011,Construction,23,1001
39011,Manufacturing,31,7387
39011,Wholesale trade,42,466
39011,Retail Trade,44,2104
39011,Transportation & Warehousing,48,270
39011,Information,51,178
39011,Finance & insurance,52,427
39011,Real estate & rental & leasing,53,108
39011,"Professional, scientific, & technical services",54,295
39011,Management of companies & enterprises,55,20
39011,Administrative & support & waste management & remediation serv,56,432
39011,Educational services,61,91
39011,Health care & social assistance,62,1833
39011,"Arts, entertainment, & recreation",71,194
39011,Accommodation & foodservices,72,1348
39011,Other services (except public administration),81,1385
39011,Unclassified,99,0
39013,"Agriculture, forestry, fishing, & hunting",11,19
39013,Mining,21,706
39013,Utilities,22,189
39013,Construction,23,867
39013,Manufacturing,31,1886
39013,Wholesale trade,42,427
39013,Retail Trade,44,5250
39013,Transportation & Warehousing,48,393
39013,Information,51,291
39013,Finance & insurance,52,870
39013,Real estate & rental & leasing,53,270
39013,"Professional, scientific, & technical services",54,386
39013,Management of companies & enterprises,55,186
39013,Administrative & support & waste management & remediation serv,56,289
39013,Educational services,61,242
39013,Health care & social assistance,62,3915
39013,"Arts, entertainment, & recreation",71,0
39013,Accommodation & foodservices,72,2335
39013,Other services (except public administration),81,999
39013,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
39013,Unclassified,99,0
39015,"Agriculture, forestry, fishing, & hunting",11,0
39015,Mining,21,0
39015,Utilities,22,0
39015,Construction,23,206
39015,Manufacturing,31,700
39015,Wholesale trade,42,163
39015,Retail Trade,44,1057
39015,Transportation & Warehousing,48,166
39015,Information,51,62
39015,Finance & insurance,52,203
39015,Real estate & rental & leasing,53,66
39015,"Professional, scientific, & technical services",54,132
39015,Administrative & support & waste management & remediation serv,56,136
39015,Educational services,61,183
39015,Health care & social assistance,62,1274
39015,"Arts, entertainment, & recreation",71,65
39015,Accommodation & foodservices,72,639
39015,Other services (except public administration),81,256
39015,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
39015,Unclassified,99,0
39017,"Agriculture, forestry, fishing, & hunting",11,17
39017,Mining,21,152
39017,Utilities,22,0
39017,Construction,23,6917
39017,Manufacturing,31,19318
39017,Wholesale trade,42,8086
39017,Retail Trade,44,15244
39017,Transportation & Warehousing,48,4968
39017,Information,51,901
39017,Finance & insurance,52,6999
39017,Real estate & rental & leasing,53,1497
39017,"Professional, scientific, & technical services",54,5042
39017,Management of companies & enterprises,55,1690
39017,Administrative & support & waste management & remediation serv,56,7750
39017,Educational services,61,1083
39017,Health care & social assistance,62,15782
39017,"Arts, entertainment, & recreation",71,1176
39017,Accommodation & foodservices,72,10828
39017,Other services (except public administration),81,5793
39017,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,1123
39017,Unclassified,99,0
39019,"Agriculture, forestry, fishing, & hunting",11,0
39019,Mining,21,0
39019,Utilities,22,0
39019,Construction,23,288
39019,Manufacturing,31,1799
39019,Wholesale trade,42,246
39019,Retail Trade,44,799
39019,Transportation & Warehousing,48,196
39019,Information,51,92
39019,Finance & insurance,52,94
39019,Real estate & rental & leasing,53,0
39019,"Professional, scientific, & technical services",54,87
39019,Administrative & support & waste management & remediation serv,56,157
39019,Educational services,61,0
39019,Health care & social assistance,62,640
39019,"Arts, entertainment, & recreation",71,110
39019,Accommodation & foodservices,72,508
39019,Other services (except public administration),81,334
39019,Unclassified,99,0
39021,"Agriculture, forestry, fishing, & hunting",11,0
39021,Mining,21,0
39021,Utilities,22,0
39021,Construction,23,371
39021,Manufacturing,31,3316
39021,Wholesale trade,42,344
39021,Retail Trade,44,1241
39021,Transportation & Warehousing,48,144
39021,Information,51,144
39021,Finance & insurance,52,268
39021,Real estate & rental & leasing,53,87
39021,"Professional, scientific, & technical services",54,136
39021,Management of companies & enterprises,55,0
39021,Administrative & support & waste management & remediation serv,56,238
39021,Educational services,61,0
39021,Health care & social assistance,62,1951
39021,"Arts, entertainment, & recreation",71,153
39021,Accommodation & foodservices,72,633
39021,Other services (except public administration),81,530
39021,Unclassified,99,0
39023,"Agriculture, forestry, fishing, & hunting",11,16
39023,Mining,21,0
39023,Utilities,22,0
39023,Construction,23,1791
39023,Manufacturing,31,11540
39023,Wholesale trade,42,2179
39023,Retail Trade,44,7245
39023,Transportation & Warehousing,48,1796
39023,Information,51,395
39023,Finance & insurance,52,1662
39023,Real estate & rental & leasing,53,496
39023,"Professional, scientific, & technical services",54,966
39023,Management of companies & enterprises,55,975
39023,Administrative & support & waste management & remediation serv,56,2198
39023,Educational services,61,2100
39023,Health care & social assistance,62,7688
39023,"Arts, entertainment, & recreation",71,589
39023,Accommodation & foodservices,72,4761
39023,Other services (except public administration),81,2450
39023,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,462
39023,Unclassified,99,17
39025,"Agriculture, forestry, fishing, & hunting",11,45
39025,Mining,21,0
39025,Utilities,22,0
39025,Construction,23,3394
39025,Manufacturing,31,7654
39025,Wholesale trade,42,2323
39025,Retail Trade,44,9444
39025,Transportation & Warehousing,48,844
39025,Information,51,3181
39025,Finance & insurance,52,2283
39025,Real estate & rental & leasing,53,555
39025,"Professional, scientific, & technical services",54,2242
39025,Management of companies & enterprises,55,260
39025,Administrative & support & waste management & remediation serv,56,1807
39025,Educational services,61,323
39025,Health care & social assistance,62,4545
39025,"Arts, entertainment, & recreation",71,462
39025,Accommodation & foodservices,72,4723
39025,Other services (except public administration),81,2472
39025,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,112
39025,Unclassified,99,0
39027,"Agriculture, forestry, fishing, & hunting",11,0
39027,Mining,21,0
39027,Utilities,22,0
39027,Construction,23,317
39027,Manufacturing,31,4527
39027,Wholesale trade,42,592
39027,Retail Trade,44,1884
39027,Transportation & Warehousing,48,7965
39027,Information,51,390
39027,Finance & insurance,52,731
39027,Real estate & rental & leasing,53,174
39027,"Professional, scientific, & technical services",54,200
39027,Management of companies & enterprises,55,0
39027,Administrative & support & waste management & remediation serv,56,705
39027,Educational services,61,0
39027,Health care & social assistance,62,1717
39027,"Arts, entertainment, & recreation",71,56
39027,Accommodation & foodservices,72,1371
39027,Other services (except public administration),81,520
39027,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
39027,Unclassified,99,0
39029,"Agriculture, forestry, fishing, & hunting",11,21
39029,Mining,21,150
39029,Utilities,22,113
39029,Construction,23,1077
39029,Manufacturing,31,7604
39029,Wholesale trade,42,1122
39029,Retail Trade,44,4779
39029,Transportation & Warehousing,48,775
39029,Information,51,365
39029,Finance & insurance,52,888
39029,Real estate & rental & leasing,53,321
39029,"Professional, scientific, & technical services",54,620
39029,Management of companies & enterprises,55,112
39029,Administrative & support & waste management & remediation serv,56,1002
39029,Educational services,61,137
39029,Health care & social assistance,62,5191
39029,"Arts, entertainment, & recreation",71,220
39029,Accommodation & foodservices,72,2684
39029,Other services (except public administration),81,1676
39029,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
39029,Unclassified,99,0
39031,"Agriculture, forestry, fishing, & hunting",11,0
39031,Mining,21,401
39031,Utilities,22,0
39031,Construction,23,390
39031,Manufacturing,31,4207
39031,Wholesale trade,42,573
39031,Retail Trade,44,1393
39031,Transportation & Warehousing,48,299
39031,Information,51,97
39031,Finance & insurance,52,265
39031,Real estate & rental & leasing,53,0
39031,"Professional, scientific, & technical services",54,361
39031,Management of companies & enterprises,55,0
39031,Administrative & support & waste management & remediation serv,56,736
39031,Educational services,61,0
39031,Health care & social assistance,62,1815
39031,"Arts, entertainment, & recreation",71,214
39031,Accommodation & foodservices,72,661
39031,Other services (except public administration),81,1209
39031,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
39031,Unclassified,99,0
39033,Mining,21,0
39033,Utilities,22,0
39033,Construction,23,546
39033,Manufacturing,31,6687
39033,Wholesale trade,42,528
39033,Retail Trade,44,1567
39033,Transportation & Warehousing,48,116
39033,Information,51,154
39033,Finance & insurance,52,483
39033,Real estate & rental & leasing,53,92
39033,"Professional, scientific, & technical services",54,911
39033,Management of companies & enterprises,55,104
39033,Administrative & support & waste management & remediation serv,56,468
39033,Health care & social assistance,62,2098
39033,"Arts, entertainment, & recreation",71,109
39033,Accommodation & foodservices,72,1133
39033,Other services (except public administration),81,824
39033,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
39033,Unclassified,99,0
39035,"Agriculture, forestry, fishing, & hunting",11,229
39035,Mining,21,310
39035,Utilities,22,1510
39035,Construction,23,24886
39035,Manufacturing,31,107812
39035,Wholesale trade,42,52329
39035,Retail Trade,44,75951
39035,Transportation & Warehousing,48,22896
39035,Information,51,21491
39035,Finance & insurance,52,56661
39035,Real estate & rental & leasing,53,14474
39035,"Professional, scientific, & technical services",54,52702
39035,Management of companies & enterprises,55,31892
39035,Administrative & support & waste management & remediation serv,56,72123
39035,Educational services,61,18089
39035,Health care & social assistance,62,116180
39035,"Arts, entertainment, & recreation",71,10515
39035,Accommodation & foodservices,72,53131
39035,Other services (except public administration),81,36682
39035,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,4546
39035,Unclassified,99,307
39037,"Agriculture, forestry, fishing, & hunting",11,0
39037,Mining,21,0
39037,Utilities,22,0
39037,Construction,23,1291
39037,Manufacturing,31,5206
39037,Wholesale trade,42,796
39037,Retail Trade,44,2663
39037,Transportation & Warehousing,48,744
39037,Information,51,171
39037,Finance & insurance,52,589
39037,Real estate & rental & leasing,53,112
39037,"Professional, scientific, & technical services",54,259
39037,Management of companies & enterprises,55,55
39037,Administrative & support & waste management & remediation serv,56,332
39037,Educational services,61,583
39037,Health care & social assistance,62,2023
39037,"Arts, entertainment, & recreation",71,186
39037,Accommodation & foodservices,72,1058
39037,Other services (except public administration),81,781
39037,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
39037,Unclassified,99,0
39039,Utilities,22,0
39039,Construction,23,639
39039,Manufacturing,31,6225
39039,Wholesale trade,42,614
39039,Retail Trade,44,2718
39039,Transportation & Warehousing,48,289
39039,Information,51,372
39039,Finance & insurance,52,630
39039,Real estate & rental & leasing,53,128
39039,"Professional, scientific, & technical services",54,294
39039,Management of companies & enterprises,55,137
39039,Administrative & support & waste management & remediation serv,56,378
39039,Educational services,61,0
39039,Health care & social assistance,62,1580
39039,"Arts, entertainment, & recreation",71,0
39039,Accommodation & foodservices,72,1293
39039,Other services (except public administration),81,674
39039,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
39039,Unclassified,99,0
39041,"Agriculture, forestry, fishing, & hunting",11,7
39041,Mining,21,107
39041,Utilities,22,0
39041,Construction,23,3099
39041,Manufacturing,31,5337
39041,Wholesale trade,42,2407
39041,Retail Trade,44,6802
39041,Transportation & Warehousing,48,1174
39041,Information,51,792
39041,Finance & insurance,52,2235
39041,Real estate & rental & leasing,53,463
