fipstate,fipscty,naics,emp,description
19,087,31,2757,Manufacturing
19,089,31,1568,Manufacturing
19,091,31,1156,Manufacturing
19,093,31,1224,Manufacturing
19,095,31,5421,Manufacturing
19,097,31,1330,Manufacturing
19,099,31,4495,Manufacturing
19,101,31,1648,Manufacturing
19,103,62,12619,Health care & social assistance
19,105,44,909,Retail Trade
19,107,44,411,Retail Trade
19,109,31,1263,Manufacturing
19,111,31,5130,Manufacturing
19,113,31,20403,Manufacturing
19,115,31,1392,Manufacturing
19,117,44,422,Retail Trade
19,119,62,567,Health care & social assistance
19,121,62,575,Health care & social assistance
19,123,44,1258,Retail Trade
19,125,31,8512,Manufacturing
19,127,31,5433,Manufacturing
19,129,62,1527,Health care & social assistance
19,131,31,990,Manufacturing
19,133,62,768,Health care & social assistance
19,135,31,903,Manufacturing
19,137,62,832,Health care & social assistance
19,139,31,7817,Manufacturing
19,141,62,1199,Health care & social assistance
19,143,31,535,Manufacturing
19,145,31,2224,Manufacturing
19,147,62,545,Health care & social assistance
19,149,31,1725,Manufacturing
19,151,31,592,Manufacturing
19,153,52,40738,Finance & insurance
19,155,44,6150,Retail Trade
19,157,31,1769,Manufacturing
19,159,62,314,Health care & social assistance
19,161,62,652,Health care & social assistance
19,163,31,13174,Manufacturing
19,165,62,930,Health care & social assistance
19,167,31,3965,Manufacturing
19,169,44,4971,Retail Trade
19,171,44,596,Retail Trade
19,173,44,210,Retail Trade
19,175,62,957,Health care & social assistance
19,177,31,703,Manufacturing
19,179,31,3361,Manufacturing
19,181,44,1735,Retail Trade
19,183,31,1286,Manufacturing
19,185,31,437,Manufacturing
19,187,44,3046,Retail Trade
19,189,31,4377,Manufacturing
19,191,31,2014,Manufacturing
19,193,62,7918,Health care & social assistance
19,195,31,330,Manufacturing
19,197,31,1354,Manufacturing
19,999,42,83,Wholesale trade
20,001,31,2081,Manufacturing
20,003,62,374,Health care & social assistance
20,005,31,1773,Manufacturing
20,007,44,278,Retail Trade
20,009,62,1923,Health care & social assistance
20,011,31,1356,Manufacturing
20,013,62,646,Health care & social assistance
20,015,44,2169,Retail Trade
20,017,44,72,Retail Trade
20,019,62,233,Health care & social assistance
20,021,31,2060,Manufacturing
20,023,62,136,Health care & social assistance
20,025,62,181,Health care & social assistance
20,027,44,542,Retail Trade
20,029,62,684,Health care & social assistance
20,031,62,416,Health care & social assistance
20,033,62,136,Health care & social assistance
20,035,31,3433,Manufacturing
20,037,31,3341,Manufacturing
20,039,62,241,Health care & social assistance
20,041,31,1303,Manufacturing
20,043,31,728,Manufacturing
20,045,44,6266,Retail Trade
20,047,31,208,Manufacturing
20,049,44,37,Retail Trade
20,051,62,3008,Health care & social assistance
20,053,62,433,Health care & social assistance
20,055,31,3753,Manufacturing
20,057,31,5008,Manufacturing
20,059,44,1247,Retail Trade
20,061,44,1247,Retail Trade
20,063,62,257,Health care & social assistance
20,065,62,256,Health care & social assistance
20,067,44,341,Retail Trade
20,069,23,188,Construction
20,071,44,82,Retail Trade
20,073,62,314,Health care & social assistance
20,075,42,175,Wholesale trade
20,077,62,292,Health care & social assistance
20,079,31,3199,Manufacturing
20,081,42,176,Wholesale trade
20,083,44,52,Retail Trade
20,085,44,554,Retail Trade
20,087,23,658,Construction
20,089,44,107,Retail Trade
20,091,44,37694,Retail Trade
20,093,44,59,Retail Trade
20,095,62,426,Health care & social assistance
20,097,62,234,Health care & social assistance
20,099,31,2317,Manufacturing
20,101,42,76,Wholesale trade
20,103,62,2991,Health care & social assistance
20,105,62,179,Health care & social assistance
20,107,44,214,Retail Trade
20,109,44,140,Retail Trade
20,111,31,5341,Manufacturing
20,113,31,3858,Manufacturing
20,115,62,746,Health care & social assistance
20,117,31,909,Manufacturing
20,119,44,190,Retail Trade
20,121,62,1688,Health care & social assistance
20,123,62,511,Health care & social assistance
20,125,31,4943,Manufacturing
20,127,31,220,Manufacturing
20,129,42,134,Wholesale trade
20,131,31,1054,Manufacturing
20,133,31,1893,Manufacturing
20,135,62,255,Health care & social assistance
20,137,62,402,Health care & social assistance
20,139,62,1359,Health care & social assistance
20,141,62,260,Health care & social assistance
20,143,62,208,Health care & social assistance
20,145,62,877,Health care & social assistance
20,147,62,286,Health care & social assistance
20,149,62,1221,Health care & social assistance
20,151,62,630,Health care & social assistance
20,153,62,154,Health care & social assistance
20,155,31,4993,Manufacturing
20,157,31,531,Manufacturing
20,159,31,376,Manufacturing
20,161,44,3570,Retail Trade
20,163,31,324,Manufacturing
20,165,31,196,Manufacturing
20,167,44,319,Retail Trade
20,169,31,5793,Manufacturing
20,171,62,281,Health care & social assistance
20,173,31,64008,Manufacturing
20,175,44,1586,Retail Trade
20,177,62,16628,Health care & social assistance
20,179,62,147,Health care & social assistance
20,181,44,523,Retail Trade
20,183,62,203,Health care & social assistance
20,185,62,156,Health care & social assistance
20,187,42,109,Wholesale trade
20,189,62,234,Health care & social assistance
20,191,31,1122,Manufacturing
20,193,72,554,Accommodation & foodservices
20,195,44,120,Retail Trade
20,197,44,168,Retail Trade
20,199,42,84,Wholesale trade
20,201,62,384,Health care & social assistance
20,203,44,103,Retail Trade
20,205,31,1460,Manufacturing
20,207,62,146,Health care & social assistance
20,209,31,13495,Manufacturing
20,999,56,2866,Administrative & support & waste management & remediation serv
21,001,62,1189,Health care & social assistance
21,003,31,1724,Manufacturing
21,005,31,1395,Manufacturing
21,007,31,730,Manufacturing
21,009,31,4805,Manufacturing
21,011,31,470,Manufacturing
21,013,44,1862,Retail Trade
21,015,31,9746,Manufacturing
21,017,31,1337,Manufacturing
21,019,62,5276,Health care & social assistance
21,021,31,4761,Manufacturing
21,023,56,212,Administrative & support & waste management & remediation serv
21,025,62,807,Health care & social assistance
21,027,44,548,Retail Trade
21,029,31,3321,Manufacturing
21,031,31,1545,Manufacturing
21,033,31,768,Manufacturing
21,035,31,2939,Manufacturing
21,037,44,4574,Retail Trade
21,039,44,136,Retail Trade
21,041,31,2595,Manufacturing
21,043,44,1063,Retail Trade
21,045,31,568,Manufacturing
21,047,31,5473,Manufacturing
21,049,31,4450,Manufacturing
21,051,62,805,Health care & social assistance
21,053,31,2415,Manufacturing
21,055,62,443,Health care & social assistance
21,057,62,445,Health care & social assistance
21,059,31,6891,Manufacturing
21,061,62,235,Health care & social assistance
21,063,62,104,Health care & social assistance
21,065,44,409,Retail Trade
21,067,62,25126,Health care & social assistance
21,069,62,650,Health care & social assistance
21,071,62,1930,Health care & social assistance
21,073,31,3155,Manufacturing
21,075,31,1114,Manufacturing
21,077,62,176,Health care & social assistance
21,079,23,405,Construction
21,081,44,1198,Retail Trade
21,083,31,3021,Manufacturing
21,085,31,2922,Manufacturing
21,087,62,520,Health care & social assistance
21,089,72,994,Accommodation & foodservices
21,091,31,2335,Manufacturing
21,093,62,7076,Health care & social assistance
21,095,62,1217,Health care & social assistance
21,097,31,1575,Manufacturing
21,099,31,796,Manufacturing
21,101,31,8040,Manufacturing
21,103,31,761,Manufacturing
21,105,31,469,Manufacturing
21,107,62,3211,Health care & social assistance
21,109,31,966,Manufacturing
21,111,62,53884,Health care & social assistance
21,113,31,2484,Manufacturing
21,115,44,1410,Retail Trade
21,117,48,8227,Transportation & Warehousing
21,119,21,873,Mining
21,121,62,1334,Health care & social assistance
21,123,31,671,Manufacturing
21,125,31,3351,Manufacturing
21,127,44,515,Retail Trade
21,129,62,751,Health care & social assistance
21,131,62,409,Health care & social assistance
21,133,21,1276,Mining
21,135,31,242,Manufacturing
21,137,31,738,Manufacturing
21,139,21,323,Mining
21,141,31,3802,Manufacturing
21,143,44,355,Retail Trade
21,145,44,6526,Retail Trade
21,147,31,452,Manufacturing
21,149,44,254,Retail Trade
21,151,31,6128,Manufacturing
21,153,62,342,Health care & social assistance
21,155,31,2224,Manufacturing
21,157,31,2535,Manufacturing
21,159,21,713,Mining
21,161,31,2621,Manufacturing
21,163,44,696,Retail Trade
21,165,31,234,Manufacturing
21,167,31,2532,Manufacturing
21,169,31,1687,Manufacturing
21,171,31,1064,Manufacturing
21,173,31,2790,Manufacturing
21,175,44,387,Retail Trade
21,177,44,1335,Retail Trade
21,179,31,3330,Manufacturing
21,181,62,293,Health care & social assistance
21,183,31,1583,Manufacturing
21,185,44,1370,Retail Trade
21,187,62,261,Health care & social assistance
21,189,62,161,Health care & social assistance
21,191,31,556,Manufacturing
21,193,62,2215,Health care & social assistance
21,195,44,4272,Retail Trade
21,197,31,1017,Manufacturing
21,199,31,3997,Manufacturing
21,201,81,7,Other services (except public administration)
21,203,62,652,Health care & social assistance
21,205,62,1653,Health care & social assistance
21,207,31,1307,Manufacturing
21,209,31,9864,Manufacturing
21,211,31,4847,Manufacturing
21,213,31,3471,Manufacturing
21,215,23,246,Construction
21,217,44,2914,Retail Trade
21,219,31,1329,Manufacturing
21,221,31,1350,Manufacturing
21,223,62,126,Health care & social assistance
21,225,44,1289,Retail Trade
21,227,31,8030,Manufacturing
21,229,31,944,Manufacturing
21,231,31,1803,Manufacturing
21,233,31,647,Manufacturing
21,235,62,2634,Health care & social assistance
21,237,62,197,Health care & social assistance
21,239,31,3061,Manufacturing
21,999,56,705,Administrative & support & waste management & remediation serv
22,001,44,2415,Retail Trade
22,003,44,672,Retail Trade
22,005,31,5809,Manufacturing
22,007,44,643,Retail Trade
22,009,72,2156,Accommodation & foodservices
22,011,44,1229,Retail Trade
22,013,31,1281,Manufacturing
22,015,72,7549,Accommodation & foodservices
22,017,62,20878,Health care & social assistance
22,019,44,10246,Retail Trade
22,021,62,531,Health care & social assistance
22,023,48,546,Transportation & Warehousing
22,025,44,419,Retail Trade
22,027,62,458,Health care & social assistance
22,029,44,719,Retail Trade
22,031,31,1076,Manufacturing
22,033,23,35698,Construction
22,035,62,214,Health care & social assistance
22,037,62,1830,Health care & social assistance
22,039,62,1991,Health care & social assistance
22,041,44,1003,Retail Trade
22,043,31,453,Manufacturing
22,045,44,3813,Retail Trade
22,047,31,3669,Manufacturing
22,049,44,576,Retail Trade
22,051,44,32443,Retail Trade
22,053,44,1332,Retail Trade
22,055,62,15572,Health care & social assistance
22,057,44,4332,Retail Trade
22,059,62,663,Health care & social assistance
22,061,62,2391,Health care & social assistance
22,063,44,2829,Retail Trade
22,065,62,688,Health care & social assistance
22,067,62,1373,Health care & social assistance
22,069,31,2697,Manufacturing
22,071,72,35890,Accommodation & foodservices
22,073,62,10030,Health care & social assistance
22,075,31,1963,Manufacturing
22,077,44,900,Retail Trade
22,079,62,11696,Health care & social assistance
22,081,31,440,Manufacturing
22,083,62,1504,Health care & social assistance
22,085,31,865,Manufacturing
22,087,44,2881,Retail Trade
22,089,31,5148,Manufacturing
22,091,31,164,Manufacturing
22,093,31,2265,Manufacturing
22,095,31,2321,Manufacturing
22,097,62,3956,Health care & social assistance
22,099,31,1834,Manufacturing
22,101,31,4412,Manufacturing
22,103,44,11025,Retail Trade
22,105,44,5882,Retail Trade
22,107,62,114,Health care & social assistance
22,109,44,6927,Retail Trade
22,111,62,682,Health care & social assistance
22,113,44,2209,Retail Trade
22,115,62,1742,Health care & social assistance
22,117,31,1652,Manufacturing
22,119,31,2294,Manufacturing
22,121,31,2473,Manufacturing
22,123,62,530,Health care & social assistance
22,125,44,244,Retail Trade
22,127,31,942,Manufacturing
22,999,21,15230,Mining
23,001,31,7675,Manufacturing
23,003,62,6016,Health care & social assistance
23,005,62,24547,Health care & social assistance
23,007,31,2279,Manufacturing
23,009,44,3154,Retail Trade
23,011,62,10078,Health care & social assistance
23,013,62,2648,Health care & social assistance
23,015,44,1739,Retail Trade
23,017,31,4007,Manufacturing
23,019,62,12560,Health care & social assistance
23,021,31,1292,Manufacturing
23,023,44,1250,Retail Trade
23,025,31,4152,Manufacturing
23,027,62,1626,Health care & social assistance
23,029,62,1827,Health care & social assistance
23,031,31,12433,Manufacturing
24,001,62,5453,Health care & social assistance
24,003,44,30001,Retail Trade
24,005,44,49877,Retail Trade
24,009,62,2683,Health care & social assistance
24,011,31,1814,Manufacturing
24,013,44,7177,Retail Trade
24,015,31,4002,Manufacturing
24,017,44,8650,Retail Trade
24,019,31,3362,Manufacturing
24,021,44,11658,Retail Trade
24,023,44,1718,Retail Trade
24,025,44,10768,Retail Trade
24,027,54,24839,"Professional, scientific, & technical services"
24,029,62,1267,Health care & social assistance
24,031,54,67690,"Professional, scientific, & technical services"
24,033,44,37941,Retail Trade
24,035,44,1935,Retail Trade
24,037,54,6336,"Professional, scientific, & technical services"
24,039,62,768,Health care & social assistance
24,041,62,2940,Health care & social assistance
24,043,31,9665,Manufacturing
24,045,62,6717,Health care & social assistance
24,047,72,5418,Accommodation & foodservices
24,510,62,60872,Health care & social assistance
24,999,56,4737,Administrative & support & waste management & remediation serv
25,001,44,14586,Retail Trade
25,003,62,10120,Health care & social assistance
25,005,31,44066,Manufacturing
25,007,44,1062,Retail Trade
25,009,31,56055,Manufacturing
25,011,31,7712,Manufacturing
25,013,62,34302,Health care & social assistance
25,015,61,8449,Educational services
25,017,31,118115,Manufacturing
25,019,72,761,Accommodation & foodservices
25,021,62,44975,Health care & social assistance
25,023,44,26268,Retail Trade
25,025,62,99369,Health care & social assistance
25,027,62,52786,Health care & social assistance
25,999,21,0,Mining
25,999,22,0,Utilities
25,999,23,0,Construction
25,999,42,0,Wholesale trade
25,999,44,0,Retail Trade
25,999,51,0,Information
25,999,52,0,Finance & insurance
25,999,54,0,"Professional, scientific, & technical services"
25,999,55,0,Management of companies & enterprises
25,999,56,0,Administrative & support & waste management & remediation serv
25,999,61,0,Educational services
25,999,62,0,Health care & social assistance
26,001,44,305,Retail Trade
26,003,31,801,Manufacturing
26,005,31,15849,Manufacturing
26,007,62,2499,Health care & social assistance
26,009,31,1478,Manufacturing
26,011,62,1343,Health care & social assistance
26,013,31,602,Manufacturing
26,015,31,3330,Manufacturing
26,017,44,7013,Retail Trade
26,019,72,928,Accommodation & foodservices
26,021,31,15058,Manufacturing
26,023,31,3565,Manufacturing
26,025,31,14325,Manufacturing
26,027,31,3423,Manufacturing
26,029,31,3329,Manufacturing
26,031,44,1422,Retail Trade
26,033,44,1584,Retail Trade
26,035,44,1564,Retail Trade
26,037,31,2850,Manufacturing
26,039,62,779,Health care & social assistance
26,041,31,2840,Manufacturing
26,043,23,3466,Construction
26,045,44,6760,Retail Trade
26,047,44,2511,Retail Trade
26,049,44,25376,Retail Trade
26,051,31,1280,Manufacturing
26,053,72,1261,Accommodation & foodservices
26,055,44,7797,Retail Trade
26,057,62,3073,Health care & social assistance
26,059,31,6834,Manufacturing
26,061,62,2519,Health care & social assistance
26,063,31,3859,Manufacturing
26,065,44,18381,Retail Trade
26,067,31,3452,Manufacturing
26,069,31,1429,Manufacturing
26,071,62,651,Health care & social assistance
26,073,44,3572,Retail Trade
26,075,31,11774,Manufacturing
26,077,31,18782,Manufacturing
26,079,31,1176,Manufacturing
26,081,31,75888,Manufacturing
26,083,44,16,Retail Trade
26,085,44,256,Retail Trade
26,087,31,6002,Manufacturing
26,089,23,811,Construction
26,091,31,8586,Manufacturing
26,093,31,10991,Manufacturing
26,095,44,458,Retail Trade
26,097,72,689,Accommodation & foodservices
26,099,31,83939,Manufacturing
26,101,31,1137,Manufacturing
26,103,62,5307,Health care & social assistance
26,105,31,2552,Manufacturing
26,107,44,2019,Retail Trade
26,109,31,2936,Manufacturing
26,111,62,5618,Health care & social assistance
26,113,44,435,Retail Trade
26,115,31,9349,Manufacturing
26,117,31,6747,Manufacturing
26,119,31,389,Manufacturing
26,121,31,15757,Manufacturing
26,123,31,1904,Manufacturing
26,125,62,87901,Health care & social assistance
26,127,31,1541,Manufacturing
26,129,44,1294,Retail Trade
26,131,44,354,Retail Trade
26,133,31,3552,Manufacturing
26,135,31,401,Manufacturing
26,137,44,1990,Retail Trade
26,139,31,40168,Manufacturing
26,141,44,858,Retail Trade
26,143,44,1590,Retail Trade
26,145,31,19306,Manufacturing
26,147,31,11770,Manufacturing
26,149,31,9847,Manufacturing
26,151,31,4030,Manufacturing
26,153,44,488,Retail Trade
26,155,31,3279,Manufacturing
26,157,62,2655,Health care & social assistance
26,159,31,4808,Manufacturing
26,161,62,27705,Health care & social assistance
26,163,31,118155,Manufacturing
26,165,31,4378,Manufacturing
26,999,56,21149,Administrative & support & waste management & remediation serv
27,001,31,597,Manufacturing
27,003,31,24781,Manufacturing
27,005,44,2275,Retail Trade
27,007,44,2807,Retail Trade
27,009,31,2612,Manufacturing
27,011,62,464,Health care & social assistance
27,013,44,5897,Retail Trade
27,015,31,3859,Manufacturing
27,017,31,2070,Manufacturing
27,019,31,9986,Manufacturing
27,021,44,999,Retail Trade
27,023,31,850,Manufacturing
27,025,62,2915,Health care & social assistance
27,027,44,2794,Retail Trade
27,029,62,463,Health care & social assistance
27,031,72,891,Accommodation & foodservices
27,033,31,1189,Manufacturing
27,035,44,4263,Retail Trade
27,037,44,23799,Retail Trade
27,039,31,1237,Manufacturing
27,041,44,2942,Retail Trade
27,043,31,1487,Manufacturing
27,045,31,1191,Manufacturing
27,047,31,3016,Manufacturing
27,049,31,4903,Manufacturing
27,051,62,305,Health care & social assistance
27,053,31,99889,Manufacturing
27,055,62,719,Health care & social assistance
27,057,31,1092,Manufacturing
27,059,62,1681,Health care & social assistance
27,061,44,2667,Retail Trade
27,063,31,948,Manufacturing
27,065,62,710,Health care & social assistance
27,067,62,4549,Health care & social assistance
27,069,62,336,Health care & social assistance
27,071,31,1262,Manufacturing
27,073,62,504,Health care & social assistance
27,075,72,594,Accommodation & foodservices
27,077,72,268,Accommodation & foodservices
27,079,31,2790,Manufacturing
27,081,62,534,Health care & social assistance
27,083,31,2094,Manufacturing
27,085,31,6926,Manufacturing
27,087,44,257,Retail Trade
27,089,44,385,Retail Trade
27,091,31,2489,Manufacturing
27,093,31,1714,Manufacturing
27,095,72,3730,Accommodation & foodservices
27,097,31,1958,Manufacturing
27,099,31,3238,Manufacturing
27,101,62,434,Health care & social assistance
27,103,31,5144,Manufacturing
27,105,31,2378,Manufacturing
27,107,62,440,Health care & social assistance
27,109,62,29225,Health care & social assistance
27,111,31,3848,Manufacturing
27,113,31,1299,Manufacturing
27,115,44,1096,Retail Trade
27,117,31,728,Manufacturing
27,119,62,1956,Health care & social assistance
27,121,62,670,Health care & social assistance
27,123,62,42113,Health care & social assistance
27,125,31,365,Manufacturing
27,127,31,1060,Manufacturing
27,129,72,1165,Accommodation & foodservices
27,131,31,5163,Manufacturing
27,133,44,524,Retail Trade
27,135,31,4244,Manufacturing
27,137,62,18221,Health care & social assistance
27,139,31,5304,Manufacturing
27,141,31,3397,Manufacturing
27,143,31,932,Manufacturing
27,145,31,14138,Manufacturing
27,147,31,6612,Manufacturing
27,149,62,920,Health care & social assistance
27,151,62,736,Health care & social assistance
27,153,31,1657,Manufacturing
27,155,31,68,Manufacturing
27,157,31,1967,Manufacturing
27,159,62,1821,Health care & social assistance
27,161,31,2621,Manufacturing
27,163,31,11578,Manufacturing
27,165,31,1017,Manufacturing
27,167,62,486,Health care & social assistance
27,169,31,6615,Manufacturing
27,171,31,4887,Manufacturing
27,173,62,881,Health care & social assistance
27,999,56,1996,Administrative & support & waste management & remediation serv
28,001,44,2272,Retail Trade
28,003,31,4686,Manufacturing
28,005,31,677,Manufacturing
28,007,23,1301,Construction
28,009,62,153,Health care & social assistance
28,011,31,2961,Manufacturing
28,013,31,1417,Manufacturing
28,015,23,197,Construction
28,017,31,3659,Manufacturing
28,019,31,439,Manufacturing
28,021,31,467,Manufacturing
28,023,31,1921,Manufacturing
28,025,31,4157,Manufacturing
28,027,62,1529,Health care & social assistance
28,029,31,2333,Manufacturing
28,031,31,1647,Manufacturing
28,033,31,6162,Manufacturing
28,035,62,7524,Health care & social assistance
28,037,62,248,Health care & social assistance
28,039,44,722,Retail Trade
28,041,44,220,Retail Trade
28,043,31,3783,Manufacturing
28,045,44,1626,Retail Trade
28,047,72,16753,Accommodation & foodservices
28,049,62,22755,Health care & social assistance
28,051,31,844,Manufacturing
28,053,31,1200,Manufacturing
28,055,48,41,Transportation & Warehousing
28,057,23,1094,Construction
28,059,31,13912,Manufacturing
28,061,31,1414,Manufacturing
28,063,62,206,Health care & social assistance
28,065,62,329,Health care & social assistance
28,067,31,7391,Manufacturing
28,069,31,292,Manufacturing
28,071,31,2017,Manufacturing
28,073,44,2113,Retail Trade
28,075,62,5617,Health care & social assistance
28,077,44,311,Retail Trade
28,079,31,3318,Manufacturing
28,081,31,16377,Manufacturing
28,083,31,3318,Manufacturing
28,085,44,1632,Retail Trade
28,087,31,5869,Manufacturing
28,089,44,5655,Retail Trade
28,091,31,1123,Manufacturing
28,093,31,1357,Manufacturing
28,095,31,3484,Manufacturing
28,097,31,776,Manufacturing
28,099,31,2187,Manufacturing
28,101,31,1944,Manufacturing
28,103,31,1022,Manufacturing
28,105,44,2491,Retail Trade
28,107,31,2336,Manufacturing
28,109,44,2069,Retail Trade
28,111,31,861,Manufacturing
28,113,31,4047,Manufacturing
28,115,31,6992,Manufacturing
28,117,31,3948,Manufacturing
28,119,44,269,Retail Trade
28,121,31,6210,Manufacturing
28,123,31,4611,Manufacturing
28,125,44,165,Retail Trade
28,127,62,1399,Health care & social assistance
28,129,31,1671,Manufacturing
28,131,31,687,Manufacturing
28,133,31,1998,Manufacturing
28,135,62,289,Health care & social assistance
28,137,31,1427,Manufacturing
28,139,31,3415,Manufacturing
28,141,31,2403,Manufacturing
28,143,72,12948,Accommodation & foodservices
28,145,31,3939,Manufacturing
28,147,31,651,Manufacturing
28,149,31,5090,Manufacturing
28,151,31,3914,Manufacturing
28,153,31,1109,Manufacturing
28,155,31,1216,Manufacturing
28,157,62,309,Health care & social assistance
28,159,31,1490,Manufacturing
28,161,31,1175,Manufacturing
28,163,31,1676,Manufacturing
28,999,21,1505,Mining
29,001,62,1760,Health care & social assistance
29,003,44,976,Retail Trade
29,005,62,461,Health care & social assistance
29,007,31,2576,Manufacturing
29,009,31,7073,Manufacturing
29,011,44,635,Retail Trade
29,013,44,586,Retail Trade
29,015,44,712,Retail Trade
29,017,44,332,Retail Trade
29,019,62,13699,Health care & social assistance
29,021,31,6222,Manufacturing
29,023,62,3468,Health care & social assistance
29,025,23,187,Construction
29,027,62,2125,Health care & social assistance
29,029,44,3186,Retail Trade
29,031,62,7797,Health care & social assistance
29,033,31,453,Manufacturing
29,035,44,170,Retail Trade
29,037,44,3225,Retail Trade
29,039,62,629,Health care & social assistance
29,041,44,285,Retail Trade
29,043,31,2418,Manufacturing
29,045,44,283,Retail Trade
29,047,31,13800,Manufacturing
29,049,44,882,Retail Trade
29,051,62,5607,Health care & social assistance
29,053,44,768,Retail Trade
29,055,31,1595,Manufacturing
29,057,42,371,Wholesale trade
29,059,62,949,Health care & social assistance
29,061,31,392,Manufacturing
29,063,62,335,Health care & social assistance
29,065,31,755,Manufacturing
29,067,31,749,Manufacturing
29,069,62,2070,Health care & social assistance
29,071,31,9994,Manufacturing
29,073,31,1771,Manufacturing
29,075,62,496,Health care & social assistance
29,077,62,22864,Health care & social assistance
29,079,31,1243,Manufacturing
29,081,44,699,Retail Trade
29,083,31,1895,Manufacturing
29,085,44,146,Retail Trade
29,087,44,217,Retail Trade
29,089,62,320,Health care & social assistance
29,091,31,3880,Manufacturing
29,093,62,463,Health care & social assistance
29,095,62,46380,Health care & social assistance
29,097,31,11524,Manufacturing
29,099,44,6692,Retail Trade
29,101,44,1787,Retail Trade
29,103,44,118,Retail Trade
29,105,31,5072,Manufacturing
29,107,44,1631,Retail Trade
29,109,31,1488,Manufacturing
29,111,62,340,Health care & social assistance
29,113,44,1445,Retail Trade
29,115,31,1795,Manufacturing
29,117,44,1019,Retail Trade
29,119,31,2880,Manufacturing
29,121,44,654,Retail Trade
29,123,44,474,Retail Trade
29,125,31,255,Manufacturing
29,127,31,2931,Manufacturing
29,129,44,88,Retail Trade
29,131,31,1098,Manufacturing
29,133,44,605,Retail Trade
29,135,31,900,Manufacturing
29,137,62,289,Health care & social assistance
29,139,31,712,Manufacturing
29,141,44,960,Retail Trade
29,143,31,2485,Manufacturing
29,145,31,4450,Manufacturing
29,147,31,1995,Manufacturing
29,149,44,449,Retail Trade
29,151,31,973,Manufacturing
29,153,44,362,Retail Trade
29,155,62,1054,Health care & social assistance
29,157,31,3008,Manufacturing
29,159,31,5514,Manufacturing
29,161,62,2909,Health care & social assistance
29,163,31,746,Manufacturing
29,165,48,6209,Transportation & Warehousing
29,167,62,1726,Health care & social assistance
29,169,44,1306,Retail Trade
29,171,44,124,Retail Trade
29,173,31,1214,Manufacturing
29,175,31,1463,Manufacturing
29,177,44,753,Retail Trade
29,179,31,375,Manufacturing
29,181,62,563,Health care & social assistance
29,183,44,15319,Retail Trade
29,185,62,583,Health care & social assistance
29,186,31,1660,Manufacturing
29,187,62,4766,Health care & social assistance
29,189,44,74170,Retail Trade
29,195,31,2472,Manufacturing
29,197,44,140,Retail Trade
29,199,62,175,Health care & social assistance
29,201,62,2655,Health care & social assistance
29,203,31,550,Manufacturing
29,205,31,378,Manufacturing
29,207,31,2246,Manufacturing
29,209,23,1004,Construction
29,211,62,208,Health care & social assistance
29,213,72,4970,Accommodation & foodservices
29,215,31,1052,Manufacturing
29,217,31,1364,Manufacturing
29,219,31,1952,Manufacturing
29,221,31,740,Manufacturing
29,223,31,562,Manufacturing
29,225,31,1221,Manufacturing
29,227,72,31,Accommodation & foodservices
29,229,44,937,Retail Trade
29,510,62,36099,Health care & social assistance
29,999,56,529,Administrative & support & waste management & remediation serv
30,001,44,470,Retail Trade
30,003,62,453,Health care & social assistance
30,005,62,329,Health care & social assistance
30,007,31,221,Manufacturing
30,009,72,442,Accommodation & foodservices
30,011,44,19,Retail Trade
30,013,62,5594,Health care & social assistance
30,015,62,211,Health care & social assistance
30,017,62,1104,Health care & social assistance
30,019,44,109,Retail Trade
30,021,62,622,Health care & social assistance
30,023,62,924,Health care & social assistance
30,025,44,139,Retail Trade
30,027,62,746,Health care & social assistance
30,029,44,4843,Retail Trade
30,031,72,5514,Accommodation & foodservices
30,033,44,42,Retail Trade
30,035,62,454,Health care & social assistance
30,037,72,20,Accommodation & foodservices
30,039,44,75,Retail Trade
30,041,62,1135,Health care & social assistance
30,043,62,192,Health care & social assistance
30,043,72,192,Accommodation & foodservices
30,045,42,22,Wholesale trade
30,047,62,1069,Health care & social assistance
30,049,62,4048,Health care & social assistance
30,051,44,56,Retail Trade
30,053,31,653,Manufacturing
30,055,44,47,Retail Trade
30,057,23,168,Construction
30,059,62,80,Health care & social assistance
30,061,44,197,Retail Trade
30,063,44,7785,Retail Trade
30,065,62,158,Health care & social assistance
30,067,72,860,Accommodation & foodservices
30,069,44,3,Retail Trade
30,071,62,204,Health care & social assistance
30,073,44,293,Retail Trade
30,075,44,75,Retail Trade
30,077,62,287,Health care & social assistance
30,079,42,39,Wholesale trade
30,081,44,1366,Retail Trade
30,083,62,535,Health care & social assistance
30,085,44,460,Retail Trade
30,087,44,321,Retail Trade
30,089,62,306,Health care & social assistance
30,091,62,256,Health care & social assistance
30,093,62,2479,Health care & social assistance
30,095,31,314,Manufacturing
30,097,44,188,Retail Trade
30,099,62,239,Health care & social assistance
30,101,44,261,Retail Trade
30,103,44,27,Retail Trade
30,105,62,455,Health care & social assistance
30,107,44,77,Retail Trade
30,109,72,25,Accommodation & foodservices
30,111,44,9922,Retail Trade
30,999,21,669,Mining
31,001,31,3433,Manufacturing
31,003,44,352,Retail Trade
31,005,44,9,Retail Trade
31,007,23,0,Construction
31,007,42,0,Wholesale trade
31,007,48,0,Transportation & Warehousing
31,007,52,0,Finance & insurance
31,007,81,0,Other services (except public administration)
31,009,42,6,Wholesale trade
31,011,62,388,Health care & social assistance
31,013,44,688,Retail Trade
31,015,62,118,Health care & social assistance
