cz,czname,pop2000,fips,stateabbrv,statename,Region,taxrate,tax_st_diff_top20,le_agg_q1,le_agg_q2,le_agg_q3,le_agg_q4,sd_le_agg_q1,sd_le_agg_q2,sd_le_agg_q3,sd_le_agg_q4,cur_smoke_q1,cur_smoke_q2,cur_smoke_q3,cur_smoke_q4,bmi_obese_q1,bmi_obese_q2,bmi_obese_q3,bmi_obese_q4,exercise_any_q1,exercise_any_q2,exercise_any_q3,exercise_any_q4,puninsured2010,reimb_penroll_adj10,mort_30day_hosp_z,adjmortmeas_amiall30day,adjmortmeas_chfall30day,adjmortmeas_pnall30day,med_prev_qual_z,primcarevis_10,diab_hemotest_10,diab_eyeexam_10,diab_lipids_10,mammogram_10,amb_disch_per1000_10,cs00_seg_inc,cs00_seg_inc_pov25,cs00_seg_inc_aff75,cs_race_theil_2000,gini99,poor_share,inc_share_1perc,frac_middleclass,scap_ski90pcm,rel_tot,cs_frac_black,cs_frac_hisp,unemp_rate,pop_d_2000_1980,lf_d_2000_1980,cs_labforce,cs_elf_ind_man,cs_born_foreign,mig_inflow,mig_outflow,pop_density,frac_traveltime_lt15,hhinc00,median_house_value,ccd_exp_tot,ccd_pup_tch_ratio,score_r,cs_educ_ba,tuition,e_rank_b,cs_fam_wkidsinglemom,crime_total,subcty_exp_pc
29203,Manhattan,143269,20,KS,Kansas,Midwest,0.0265964,0.2,78.304873836247,82.44801934155942,83.77800551093762,86.58492034688518,0.6010311698492733,0.6084247461998105,0.6742559888155074,0.8740236690798869,0.2482993,0.1702668,0.1606218,0.1279373,0.2428571,0.2327698,0.204244,0.2064343,0.67137808,0.78712219,0.84308511,0.85145891,14.01912,8097.5156,0.6792101,0.1612249,0.1206697,0.1182249,0.5470465,87.315238,86.131047,73.803836,73.499718,70.705395,65.958389,0.0514217,0.0555236,0.0493237,0.1390515,0.2566,0.1429477,0.06743,0.63957,-0.17706495,39.43631,7.342133,4.396625,0.0394773,-0.008759099999999992,0.06350830000000002,0.7007967,0.081643,4.577279,0.0194808367,0.0317165612,35.57158,0.5583453,28788.32,101128.0225,6.102005,15.601315,14.005610000000003,27.73549,2355.55,43.97425,0.1713319,0.0051023,1679.884
29204,Topeka,324513,20,KS,Kansas,Midwest,0.0253933,0.2,77.62304138446191,81.67374658859107,84.87509820665812,86.83152441069082,0.3641997833521952,0.3895258798986987,0.3943830620141111,0.4603348948654574,0.2771268,0.2103857,0.1661765,0.1106529,0.2786624,0.2638669,0.252259,0.2034018,0.61478597,0.74989629,0.79169929000000006,0.87535411,15.9475,8352.9859,0.3911787,0.1574156,0.1115787,0.1204691,0.9579201,83.131429,88.483597,77.128971,78.858943,70.094044,52.807711,0.0874159,0.0828956,0.0918919,0.1281969,0.27978,0.1111985,0.09003,0.57289,1.1295509,39.74602,5.934431,5.055575,0.0392127,0.1948504,0.2835564,0.6825694,0.0947362,3.089575,0.0191024705,0.0196294139,87.72337,0.3970836,35816.43,118588.7147,6.6601885,16.36826,4.064201,29.48375,3568.77,42.2255,0.2160899,9.244999999999991e-4,2005.811
29301,Wichita,553506,20,KS,Kansas,Midwest,0.0239841,0.2,77.41299443854012,81.32175233314204,83.54157624736291,85.2588089295058,0.2874185719635653,0.30026268675272916,0.3236851115048676,0.37402648350156875,0.2682927,0.2285032,0.2103973,0.1371179,0.278537,0.249795,0.2521476,0.2307692,0.58511513,0.72628486,0.79842103,0.86648625,16.61648,8946.1666,0.013058099999999961,0.1601956,0.1091825,0.1089169,0.36927199999999993,84.950994,85.936359,72.812512,73.076059,64.884642,51.071662,0.1023895,0.0857931,0.11334619999999998,0.2155089,0.24948,0.0934662,0.12404,0.53711,0.47763465,48.36443,7.545537,7.020159,0.0411482,0.2219242,0.2185453,0.6797798,0.2440674,5.621025,0.0156565602,0.0181353048,104.9536,0.3442394,38847.42,108996.1161,6.149466,17.410843,-2.989944,24.15428,2785.58,41.41225,0.1952893,0.0011711999999999998,2057.671
29302,Newton,75784,20,KS,Kansas,Midwest,0.0248633,0.2,79.04254238202805,83.3086179394326,84.78524403202874,87.61965272497748,0.7436321611215411,0.7170453208708994,0.781747447868803,0.9573518251383384,0.1827957,0.1405229,0.120438,0.0785124,0.3011364,0.2453782,0.2490566,0.2838983,0.64347827,0.78065628,0.78326994,0.89830506,14.43651,8135.9749,-0.4907851,0.1673756,0.0975497,0.0986472,1.3524219999999998,86.977852,90.882773,78.04254,80.861185,71.989383,53.475029,0.0118915,0.009795499999999999,0.014958199999999998,0.0728073,0.21478000000000003,0.0683474,0.06387,0.65708,2.7561684,62.56862,1.051673000000001,4.552412,0.0354831,0.0687652,0.12132579999999998,0.6655864,0.2214002,2.028656,0.0151483163,0.0176554418,31.813249999999996,0.5628123,36055.3,99723.72045,7.4135245,15.273035,14.537539999999998,21.78887,11661.1,48.08675,0.1326615,0.004092400000000001,2175.489
29303,Winfield,51584,20,KS,Kansas,Midwest,0.0250467,0.2,77.66357223040546,81.5144335926958,83.9215631977763,85.30787876810686,0.7342690868354714,0.8027943513066864,1.046504367477494,1.443011100917923,0.3223141,0.2307692,0.2454545,0.06382979999999999,0.3376068,0.3321678,0.287037,0.2333333,0.54310346,0.68327403,0.7904762,0.75555557,17.16496,8960.8557,0.9182277,0.1959745,0.1173653,0.1027776,-0.6181228,87.089903,84.986164,69.816151,62.410991,56.486762,72.511013,0.0225325,0.022059299999999997,0.0266743,0.050076499999999996,0.23979,0.1285989,0.12208,0.6426,0.59825252,52.42905,1.942463,3.035825,0.0451396,-0.053886500000000004,0.017282699999999984,0.6128526,0.2022137,2.020163,0.0146750931,0.0207622519,14.510739999999998,0.5040997,33685.98,62993.89357,6.4733209,14.875243,4.974073,16.74097,3651.63,45.108,0.1887219,0.0044394,2477.217
29401,Ottawa,51067,20,KS,Kansas,Midwest,0.0225847,0.2,78.47967102459333,82.4346666091706,84.1875278753335,87.06323004531285,0.7455715738674079,0.7874493662763484,1.0100028539166168,1.3879239161640755,0.3353294,0.2078652,0.1340206,0.1382979,0.3888889,0.3157895,0.3578947,0.2365591,0.56804734,0.7206704,0.76288658,0.86170214,15.05096,9396.2247,1.099461,0.1677501,0.1199938,0.1269629,0.24226760000000003,87.352239,87.127094,73.356692,79.537225,60.18053,87.987301,0.0199538,0.017530299999999995,0.0202833,0.038923,0.23547,0.1093224,0.06638,0.64998,0.83614122,48.73597,1.1240140000000007,2.0913699999999995,0.0537993,3.9199999999989243e-5,0.12740429999999997,0.6487651,0.1817634,1.0324429999999998,0.0194646249,0.0202087454,23.637929999999997,0.4442429,32281.81,75392.79547,6.1816354,14.863783,5.142172,14.993210000000001,3649.83,44.88925,0.1705972,0.004229700000000001,2316.719
29402,Emporia,47830,20,KS,Kansas,Midwest,0.0368638,0.2,79.17725631513939,81.33829989860106,84.38832117116526,85.77930131201973,0.8556404657615972,0.9807799274575001,1.1239595687121342,1.5077998880814314,0.208,0.2028985,0.1583333,0.07999999999999999,0.2845188,0.2379182,0.2894737,0.287234,0.59734511,0.7718631,0.78448278,0.84693879,19.84952,8535.4058,0.6952035,0.1821346,0.1009113,0.1212134,0.17746819999999996,87.175976,88.064302,73.81916,70.597539,68.239132,91.577605,0.0332862,0.034401,0.0389034,0.1474675,0.24593,0.1265378,0.06730999999999998,0.63029,0.75340102,49.12189,1.7436759999999998,12.96257,0.0429828,8.998000000000062e-4,0.0830253,0.6887394,0.1977288,7.022031,0.0110390968,0.0199247334,21.196519999999992,0.5953574,29884.79,85892.67078,8.7836588,14.920997,1.3572130000000002,22.24711,1692,46.13525,0.1716205,0.0058959,2567.909
29403,Bartlesville,145981,20,KS,Kansas,Midwest,0.0169036,0.2,77.97540294494367,81.86515360995712,84.79591773305589,85.89126437201179,0.42658483316039464,0.4965823410190082,0.6013178108893031,0.7673359722461124,0.3106509,0.1944146,0.1755725,0.1101928,0.2912424,0.2825607,0.2546917,0.1904762,0.54128438,0.71067107,0.82124352,0.79501384,18.43329,9380.1112,1.346668,0.181735,0.1198384,0.1243356,0.0853427,84.182485,83.72606,70.896587,77.756191,61.30176,66.599052,0.0449314,0.0343445,0.0526584,0.0993109,0.31206,0.1242066,0.07497,0.58505,0.88318381,62.41702,3.32372,2.677061,0.0489364,-0.07989559999999998,-0.037046299999999976,0.6059929,0.2166316,1.2844259999999998,0.0123166713,0.0150362033,42.66767999999999,0.529439,34266.19,66656.52486,5.038607,16.26764,1.5133910000000002,18.32557,1865.21,43.5595,0.1997909,0.0053225,2115.531
29403,Bartlesville,145981,20,KS,Kansas,South,0.0169036,0.2,77.97540294494367,81.86515360995712,84.79591773305589,85.89126437201179,0.42658483316039464,0.4965823410190082,0.6013178108893031,0.7673359722461124,0.3106509,0.1944146,0.1755725,0.1101928,0.2912424,0.2825607,0.2546917,0.1904762,0.54128438,0.71067107,0.82124352,0.79501384,18.43329,9380.1112,1.346668,0.181735,0.1198384,0.1243356,0.0853427,84.182485,83.72606,70.896587,77.756191,61.30176,66.599052,0.0449314,0.0343445,0.0526584,0.0993109,0.31206,0.1242066,0.07497,0.58505,0.88318381,62.41702,3.32372,2.677061,0.0489364,-0.07989559999999998,-0.037046299999999976,0.6059929,0.2166316,1.2844259999999998,0.0123166713,0.0150362033,42.66767999999999,0.529439,34266.19,66656.52486,5.038607,16.26764,1.5133910000000002,18.32557,1865.21,43.5595,0.1997909,0.0053225,2115.531
29501,Leavenworth,85465,20,KS,Kansas,Midwest,0.018631,0.2,76.76030341012121,81.48895993790227,83.66144105022327,85.99613985636756,0.7142519387860605,0.7360669636850204,0.7588766223300455,1.0277127091487321,0.280528,0.2226891,0.1987768,0.1196809,0.2755102,0.2711497,0.2570533,0.2594595,0.62020904,0.7171492,0.79677421,0.83557951,11.606859999999998,9622.6356,0.3347573,0.1627165,0.1079378,0.1181102,-0.3038504,82.751255,83.054858,67.023816,77.467339,57.640349,70.842368,0.074531,0.0714955,0.0722411,0.088672,0.23885,0.0799507,0.05759,0.59292,-0.54808356,37.81431,9.24472,3.448195,0.0515646,0.167459,0.3202581,0.6210279,0.1058229,2.280425,0.0469314924,0.04790265020000001,95.42662,0.4254203,33079.96,116841.863,6.8357513,15.966808,6.203071,22.09904,12305.4,42.4705,0.1777842,0.0034399999999999995,1377.649
29502,Kansas City,1762873,29,MO,Missouri,Midwest,0.0262226,0,77.78751200803032,81.7620017467603,83.95319781186804,86.37443804532982,0.16051489722834938,0.173225678165429,0.17136361477734718,0.1868115793179137,0.293328,0.2292125,0.1722408,0.1262292,0.2732932,0.2399636,0.2263223,0.2035602,0.60858816,0.73382115,0.81473792,0.87862933,14.64898,9651.4138,0.10453639999999997,0.1631511,0.1003333,0.1176251,0.3213584,80.507553,85.544457,71.747378,80.647646,65.788351,68.396247,0.1209807,0.10552440000000002,0.1336316,0.3055163,0.29562,0.08762400000000001,0.14187,0.50186,0.18528491,48.71009,12.44832,5.205026,0.0437622,0.2226763,0.2903905,0.6911225,0.1134826,4.545969,0.0167051172,0.0158026131,259.1792,0.2813676,42530.85,140881.4564,6.4495765,16.241924,-0.7871639,28.30247,4816.8,40.0745,0.2205418,0.0090375,2569.134
29503,St. Joseph,158300,29,MO,Missouri,Midwest,0.0183508,0,77.46741059310229,81.89120276898574,83.59282244280828,85.62866938145154,0.4446941243343348,0.48119375690946115,0.6048436258547079,0.8379256092245037,0.3575685,0.3,0.2477612,0.1569343,0.3015873,0.2732475,0.2607362,0.2142857,0.56568366,0.69785279,0.83012819,0.86666667,14.84563,9838.1146,0.03333160000000002,0.1676627,0.1028051,0.109814,-0.1901708,83.099842,84.690491,65.394601,84.298645,58.254055,90.32707,0.0340392,0.0291424,0.0367301,0.0875174,0.27653,0.1147444,0.08984,0.61203,0.6981161300000001,53.83323,3.325963,1.751106,0.0481416,0.035730399999999995,0.1363473,0.6144458,0.1583326,0.8564777000000001,0.0140998105,0.0152495262,51.45689999999999,0.4057568,32193.7,97858.94043,5.0927732,14.93189,-0.5670358,15.70381,2148.33,43.344,0.2036387,0.0065319,1385.669
29504,Sedalia,88232,29,MO,Missouri,Midwest,0.0143806,0,78.53942273698024,81.62379885082005,83.63336373154453,85.99405757425384,0.49274853633095433,0.5927839769632962,0.8233634363320596,1.0906291776360928,0.4418605,0.2272727,0.2380952,0.4444444000000001,0.3571429,0.2325581,0.2380952,0.4545455,0.41860464,0.79545456,0.66666669,0.90909094,19.15934,8802.0506,0.4312931,0.1773005,0.101098,0.1164909,-1.020915,80.578995,81.490182,66.399367,69.961551,55.587588,90.526771,0.0193355,0.018948499999999997,0.018591,0.1035598,0.28657,0.1450273,0.08315,0.58638,0.7001615599999998,57.78289,1.6286609999999992,2.2395499999999995,0.0549345,0.148032,0.2677088,0.5918791,0.2023425,1.715471,0.0209674495,0.0178279989,31.85873000000001,0.4366193,31288.85,85859.32384,4.6647426,15.016438,-2.014851,12.313690000000001,1950,43.24525,0.2030629,0.0056555,2237.426
29505,Polk,33693,29,MO,Missouri,Midwest,0.0192616,0,79.1851107576067,84.17760024345212,85.00497817234441,84.66615623758572,0.9694727080613131,1.070236452361328,1.3146043613379876,1.8739831542033045,0.2335329,0.2019704,0.1518987,0.0943396,0.3170732,0.2639594,0.1818182,0.2115385,0.68275863,0.72677594,0.75,0.77551019,14.91406,8897.4695,1.529663,0.177987,0.128197,0.1251382,0.35375249999999997,86.569981,84.993796,70.708566,80.433156,65.670746,76.966971,0.014541600000000002,0.015645399999999997,0.0110315,0.0455738,0.24824,0.1489628,0.06424,0.66718,0.92653663,59.58804,1.2791970000000008,0.649986600000001,0.0317312,-0.10111249999999997,0.0739601,0.6306352,0.1688642,1.0181599999999995,0.0100317573,0.0147508385,17.891320000000007,0.5690141,27754.28,82707.23482,5.7794064,12.265097,3.9187180000000006,20.3742,2368.64,50.57175,0.1457159,0.004125499999999999,1336.3919999999998
29601,Columbia,302388,29,MO,Missouri,Midwest,0.0194647,0,77.68705140693999,82.20530985188346,84.94971000801716,87.12997635619075,0.37191592488336284,0.40106441232101153,0.42775662408896525,0.5007548773579098,0.3156146,0.2294304,0.1609195,0.141791,0.2465986,0.2390244,0.2463343,0.1919192,0.67231637,0.81802428,0.83544302,0.89090908,14.00152,8446.5251,0.5659854,0.1612851,0.1119651,0.1226348,0.20213360000000002,76.693405,85.257077,70.658317,77.830178,69.574932,64.567574,0.0747522,0.0850957,0.0675794,0.1312307,0.27935,0.1155323,0.11061,0.5766,1.1067045,52.32648,7.797928,1.4709579999999995,0.034065,0.2704097,0.3796648,0.681699,0.0915573,2.864108,0.0192666376,0.016991415,76.18554,0.4216103,32704.71,127835.8936,5.3460929,15.254525,1.565936,29.819699999999997,5571.13,42.7885,0.2094303,0.0074573,1592.536
29602,Eldon,79924,29,MO,Missouri,Midwest,0.0167,0,78.36820676838141,82.22561480227245,85.22618414538047,85.25037311403426,0.5070647533951043,0.5898218314650774,0.7077186450046179,0.9948242328346818,0.4347826,0.2790698,0.2222222,0.30769230000000003,0.10869560000000003,0.2093023,0.1666667,0.1923077,0.54347825,0.62790698,0.77777779,0.84615386,19.47323,8699.4794,-0.4155732999999999,0.1421215,0.106779,0.1113217,-0.1302043,79.294594,83.368152,67.362076,77.337531,63.449801,63.757593,0.0229264,0.017239099999999997,0.0272538,0.020823599999999998,0.32148,0.1336917,0.07975,0.55346,-0.92852358,47.49512,0.3178018999999992,0.9233772000000009,0.0532252,0.526549,0.7342342,0.5842656,0.1243625,1.078366,0.0227340974,0.0189429958,43.32369,0.3357913,34165.2,136350.6274,4.6961585,15.735681,3.5815560000000004,14.151430000000001,864,42.33075,0.1806957,0.0059006,1061.582
29700,Springfield,440866,29,MO,Missouri,Midwest,0.0143926,0,79.49141081701158,82.815554089723,85.21843284413728,86.51576745610424,0.2495601185403638,0.3088561244835273,0.36511083379230674,0.5015768741091997,0.3057143,0.2503556,0.2114804,0.1045296,0.2481752,0.2387844,0.2383901,0.1672598,0.63502455,0.75513428,0.83006537,0.88257575,17.46148,8343.452,1.300096,0.1732035,0.1239401,0.1254967,0.7086467,85.140027,87.675169,71.382891,83.179668,63.610171,55.206542,0.0727313,0.0614608,0.0836325,0.0670514,0.33845,0.1324235,0.12472,0.57005,0.31122598999999995,51.25911,1.3983839999999992,1.534026,0.0424768,0.3885193,0.5979812,0.6444935,0.1441387,1.4384980000000005,0.0198155449,0.0147754647,77.73582,0.3441124,31925.95,114163.6226,4.7697581,16.536257,3.364114,19.45739,5048.23,41.9415,0.189716,0.0073166,1638.763
29800,Monett,137575,29,MO,Missouri,Midwest,0.0141932,0,79.25491401257011,82.14661210907201,85.03887447948077,86.79230234772143,0.3828468529221221,0.46209514860227774,0.6272878219546882,0.8510340677687704,0.3055556,0.2222222,0.1428571,0.05882349999999999,0.2535211,0.3269231,0.1428571,0.2222222,0.59722221,0.64814812,0.59090906,0.8888889,21.16802,8895.5876,0.07568979999999997,0.1589866,0.1029306,0.1174596,0.4398501,84.461644,85.011994,69.834909,81.345658,63.778587,56.011713,0.007745299999999997,0.006699599999999993,0.007628299999999998,0.05325379999999999,0.28679,0.1396955,0.09762,0.56488,-0.16084965,46.37979,0.17735779999999934,3.0296199999999995,0.061586,0.538268,0.8169168,0.612552,0.1735487,2.31216,0.020934036,0.0220825005,55.30166,0.3627921,31417.22,111046.4672,5.3980229,15.288029,-0.799714,12.999410000000001,1296,42.5855,0.1763785,0.0053425,1288.112
29901,Joplin,266742,29,MO,Missouri,Midwest,0.0163471,0,77.80212592355932,81.69524944162423,84.21388986425981,85.3279269621185,0.2989850625281009,0.38019162739156825,0.4910898568059791,0.6866003820848946,0.3064263,0.2238232,0.2089202,0.1143791,0.2966855,0.2725471,0.2517986,0.2474576,0.57996768,0.73246491,0.76456308,0.86195284,19.78511,9887.9154,1.28271,0.1725521,0.1205056,0.1285812,-0.4298075,83.535951,82.412412,64.701971,76.628596,60.909092,82.16018,0.0239341,0.020603299999999998,0.0258423,0.1011199,0.30403,0.1431475,0.12377,0.58093,0.23247558999999998,55.7565,1.2311519999999998,2.70786,0.0476176,0.1275299,0.2822852,0.6374039,0.2124965,2.02983,0.0139123198,0.0144146779,75.04169,0.4538805,30455.86,81838.56467,4.9653304,16.833726,1.805769,16.58116,1858.13,43.05075,0.201986,0.0067556,1445.414
29901,Joplin,266742,29,MO,Missouri,South,0.0163471,0,77.80212592355932,81.69524944162423,84.21388986425981,85.3279269621185,0.2989850625281009,0.38019162739156825,0.4910898568059791,0.6866003820848946,0.3064263,0.2238232,0.2089202,0.1143791,0.2966855,0.2725471,0.2517986,0.2474576,0.57996768,0.73246491,0.76456308,0.86195284,19.78511,9887.9154,1.28271,0.1725521,0.1205056,0.1285812,-0.4298075,83.535951,82.412412,64.701971,76.628596,60.909092,82.16018,0.0239341,0.020603299999999998,0.0258423,0.1011199,0.30403,0.1431475,0.12377,0.58093,0.23247558999999998,55.7565,1.2311519999999998,2.70786,0.0476176,0.1275299,0.2822852,0.6374039,0.2124965,2.02983,0.0139123198,0.0144146779,75.04169,0.4538805,30455.86,81838.56467,4.9653304,16.833726,1.805769,16.58116,1858.13,43.05075,0.201986,0.0067556,1445.414
29902,Center,54651,29,MO,Missouri,Midwest,0.0122081,0,78.4659537842408,82.67147831958377,84.94586247882803,85.70208798500812,0.6370831476971112,0.794905219124642,1.078720778938551,1.9060697118137953,0.5,0.1333333,0.1428571,0.1868132,0.375,0.4285714,0.5714286,0.2222222,0.6111111,0.60000002,0.42857143,0.77777779,18.72568,8661.5801,1.428962,0.1928641,0.1113975,0.1263085,-0.460292,83.981489,84.305532,63.690026,76.255455,58.752124,82.798464,0.0102055,0.010539999999999994,0.009996499999999998,0.01439689999999999,0.27537,0.1488251,0.06683,0.58089,0.41492685,52.93407,0.4135331999999998,0.9350240000000003,0.03994,0.0848834,0.2143101,0.5910313,0.2160359,1.084006,0.0155898337,0.0151689814,22.823759999999993,0.467341,28968.07,76219.25549,4.5340956,15.50929,0.34127099999999994,11.6951,8800,44.162,0.1756593,0.0055443,1667.762
30000,Russellville,138646,5,AR,Arkansas,South,0.0106076,1,78.74010437593573,81.33461435113693,83.33167891777688,85.05698351824368,0.4194320561981855,0.5585974827185116,0.7687379232305386,1.0189642640172587,0.2974828,0.2695214,0.1345029,0.1785714,0.3119048,0.2673522,0.3253012,0.2592593,0.60000002,0.73551637,0.83720928,0.81656808,22.04349,9228.5849,2.422563,0.2057849,0.1194638,0.1400056,-0.9363476,81.349354,82.612116,63.65199,74.632833,56.588557,100.91005,0.0213907,0.012653699999999993,0.0348373,0.1080168,0.33476,0.1546851,0.10927,0.5271,-0.92718746,53.45845,1.6913580000000001,4.272752,0.0418935,0.2799786,0.4813942,0.5945455,0.2520583,3.251725,0.009888493,0.0130259798,37.25653000000001,0.4036649,28758.48,84540.97375,4.5285392,17.34222,4.951086,14.21322,3395.45,42.6705,0.1755806,0.0053734,1303.426
30100,Fort Smith,332832,5,AR,Arkansas,South,0.014086,1,77.79546843011178,81.32061991069337,82.93917803234503,85.37446870903104,0.2683385654877157,0.34293658636315416,0.45322463181294304,0.6436958485031338,0.3365143,0.2357673,0.194745,0.1371901,0.3186528,0.2678571,0.2503937,0.2318105,0.53846157,0.70677185,0.78617364,0.81122446,23.89542,10495.198,1.549378,0.1851473,0.1221047,0.1259858,-1.4600300000000002,79.697585,74.134383,64.161684,66.025619,59.215058,87.734304,0.0368652,0.0301523,0.0409703,0.1287111,0.33625,0.1637367,0.10514,0.53988,-0.8354922099999998,61.92704,3.3638589999999997,4.207228,0.0427164,0.2121936,0.344592,0.5886635,0.2217827,3.555561,0.0103355447,0.0105668926,48.30441999999999,0.3707165,29347.25,85240.25449,4.8685098,16.54363,-2.178766,12.932120000000001,1240.8400000000001,42.63875,0.2016369,0.0067632,1413.868
30200,Muskogee,152466,40,OK,Oklahoma,South,0.0141528,0,77.40991979617701,81.05716769581511,84.05813350627392,84.48445032453857,0.38631077574821404,0.4987841993969198,0.6332476228782715,1.0490147622902042,0.350173,0.2293578,0.169863,0.1780303,0.3143475,0.3005291,0.2793296,0.2578125,0.57468879,0.65208542,0.72328764,0.75094342,25.48673,10714.97,1.6024860000000003,0.171441,0.1151456,0.1441749,-2.056792,76.975927,66.829785,65.184394,62.010098,57.281852,88.221655,0.0253833,0.020711899999999995,0.027251999999999995,0.1129717,0.33028,0.2007038,0.14553,0.50834,-0.71155375,50.68671,6.811354,2.9659069999999996,0.0411102,0.1571494,0.2751236,0.5595863,0.1546927,1.815642,0.0185287212,0.0198536067,55.23016,0.388453,27010.69,78593.73695,5.1894108,15.283205,-4.95147,16.20234,4006.18,41.0185,0.2310588,0.0071491,2017.746
30300,Fayetteville,384122,5,AR,Arkansas,South,0.0147624,1,78.62293536292326,81.7201865670208,84.15029083719307,85.53236905368608,0.2869597264083145,0.329968963438169,0.3991480493855168,0.4841020230340944,0.3047165,0.2289742,0.1791045,0.1339511,0.2527473,0.2454819,0.2446264,0.1956896,0.59093517,0.73714584,0.80543935,0.86789149,21.84053,9029.4177,1.085962,0.1630065,0.1190617,0.1309254,-0.4498026,77.802183,79.597307,69.004161,74.327122,62.502815,65.430503,0.0462531,0.0476948,0.0458663,0.1505772,0.34071,0.1363368,0.20440000000000003,0.54467,-0.96682297,51.21445,1.0569559999999996,7.684017,0.0305938,0.6785248,0.9350042,0.6454603,0.1992564,6.092094,0.0300867953,0.0159949183,98.17347,0.3780724,32611.93,119799.0015,5.0630916,18.300428,1.532814,20.21989,3620.87,43.04425,0.1684282,0.0065995,1293.365
30300,Fayetteville,384122,5,AR,Arkansas,Midwest,0.0147624,1,78.62293536292326,81.7201865670208,84.15029083719307,85.53236905368608,0.2869597264083145,0.329968963438169,0.3991480493855168,0.4841020230340944,0.3047165,0.2289742,0.1791045,0.1339511,0.2527473,0.2454819,0.2446264,0.1956896,0.59093517,0.73714584,0.80543935,0.86789149,21.84053,9029.4177,1.085962,0.1630065,0.1190617,0.1309254,-0.4498026,77.802183,79.597307,69.004161,74.327122,62.502815,65.430503,0.0462531,0.0476948,0.0458663,0.1505772,0.34071,0.1363368,0.20440000000000003,0.54467,-0.96682297,51.21445,1.0569559999999996,7.684017,0.0305938,0.6785248,0.9350042,0.6454603,0.1992564,6.092094,0.0300867953,0.0159949183,98.17347,0.3780724,32611.93,119799.0015,5.0630916,18.300428,1.532814,20.21989,3620.87,43.04425,0.1684282,0.0065995,1293.365
30401,Stillwater,79601,40,OK,Oklahoma,South,0.0172596,0,78.09978408771141,82.07724463656557,83.80318235210785,85.83741534801872,0.707856498870068,0.8369482142704341,1.007134497412068,1.0405469634373896,0.2613636,0.1789474,0.144,0.1204819,0.2551929,0.2826087,0.184874,0.2269939,0.65625,0.73426574,0.792,0.86144578,21.36166,9523.3419,0.6622705,0.1804516,0.1016298,0.1207922,-0.3242181,84.016233,83.091674,64.605077,76.211406,61.594182000000004,76.450256,0.0719301,0.0711415,0.068145,0.04663690000000001,0.32423,0.1911213,0.08371,0.55248,0.07379975999999999,55.35232,3.309004,2.0954510000000006,0.0297574,0.0755729,0.2368545,0.6381321,0.1141084,4.028353,0.0265951433,0.0330774739,56.126450000000006,0.5679696,26431.79,100342.5092,5.1593305,16.282087,0.16573370000000004,31.562309999999997,1890,45.829,0.1861184,0.0057585,2148.817
30402,Tulsa,921246,40,OK,Oklahoma,South,0.0161756,0,77.24567746223802,80.81937828631952,83.46374808428871,85.48757970340017,0.18581198750547628,0.21247902381465467,0.24811068830650135,0.28971723424672635,0.3059876,0.235935,0.1843943,0.1285607,0.2829465,0.2674157,0.2527519,0.1970046,0.56879842,0.69982201,0.78260869,0.84543413,21.46436,10056.504,1.293507,0.1768684,0.1132947,0.1322903,-0.7774479,80.671429,80.180934,64.626126,73.395,57.666601,74.521326,0.0906427,0.0695932,0.1075049,0.1666006,0.3512,0.1181984,0.14218,0.51534,-0.12108029,53.88159,7.786845,4.526912,0.0340971,0.1970297,0.2435637,0.6507862,0.1386158,3.792987,0.0175306053,0.0185162269,116.3217,0.3232224,36226.84,109213.7275,4.6420159,17.2507,-5.51311,22.11246,4752.44,41.63525,0.2143547,0.0080516,1930.908
30403,Okmulgee,51499,40,OK,Oklahoma,South,0.0117202,0,78.05464389776726,80.67138089592761,82.59435023395442,83.34855466371437,0.6878949794006736,0.9100609859506543,1.084986805515318,1.7741862365497456,0.3148148,0.2777778,0.1403509,0.1666667,0.3218391,0.2774566,0.3508772,0.3125,0.5777778,0.62222224,0.75438595,0.76595747,21.67934,9907.7991,3.006497,0.1951452,0.1170914,0.168112,-1.131006,78.125418,82.662414,61.003861,75.895249,48.86281,80.383562,0.0238797,0.019501799999999996,0.0245077,0.0739961,0.31568,0.1982201,0.07645,0.51383,-0.71675019,56.02439,10.20214,1.8757640000000002,0.046194,0.02395910000000001,0.1522649,0.5539836,0.156346,0.9203673999999995,0.0279034544,0.029670479,38.96331000000001,0.3688207,26342.67,59581.44193,4.6832524,16.394195,-4.906734,10.895310000000002,1320,42.057,0.2244745,0.0073399,1357.3609999999999
